region	dataset	gene_id	direction	method	external_gene_name
Caudate	PSY_SZ	ENSG00000182718	Increased in AA	DEG	ANXA2
Caudate	PSY_ASD	ENSG00000182718	Increased in AA	DEG	ANXA2
Caudate	MAYO_AD	ENSG00000182718	Increased in AA	DEG	ANXA2
Hippocampus	PSY_SZ	ENSG00000182718	Increased in AA	DEG	ANXA2
Hippocampus	PSY_ASD	ENSG00000182718	Increased in AA	DEG	ANXA2
Hippocampus	MAYO_AD	ENSG00000182718	Increased in AA	DEG	ANXA2
Caudate	PSY_SZ	ENSG00000140057	All	DEG	AK7
Hippocampus	PSY_SZ	ENSG00000140057	All	DEG	AK7
Caudate	PSY_SZ	ENSG00000140057	Increased in AA	DEG	AK7
Hippocampus	PSY_SZ	ENSG00000140057	Increased in AA	DEG	AK7
Caudate	PSY_SZ	ENSG00000180891	All	DEG	CUEDC1
Caudate	PSY_ASD	ENSG00000180891	All	DEG	CUEDC1
Caudate	PSY_SZ	ENSG00000180891	Decreased in AA	DEG	CUEDC1
Caudate	PSY_ASD	ENSG00000180891	Decreased in AA	DEG	CUEDC1
Caudate	PSY_SZ	ENSG00000272779	All	DEG	BMS1P20
Dentate Gyrus	PSY_SZ	ENSG00000272779	All	DEG	BMS1P20
Caudate	PSY_SZ	ENSG00000272779	Increased in AA	DEG	BMS1P20
Dentate Gyrus	PSY_SZ	ENSG00000272779	Increased in AA	DEG	BMS1P20
Caudate	PSY_SZ	ENSG00000140519	All	DEG	RHCG
Caudate	PSY_BD	ENSG00000140519	All	DEG	RHCG
Dentate Gyrus	PSY_SZ	ENSG00000140519	All	DEG	RHCG
Dentate Gyrus	PSY_BD	ENSG00000140519	All	DEG	RHCG
Dentate Gyrus	PSY_SZ	ENSG00000140519	Decreased in AA	DEG	RHCG
Dentate Gyrus	PSY_BD	ENSG00000140519	Decreased in AA	DEG	RHCG
Caudate	PSY_SZ	ENSG00000140519	Increased in AA	DEG	RHCG
Caudate	PSY_BD	ENSG00000140519	Increased in AA	DEG	RHCG
Caudate	PSY_SZ	ENSG00000197181	All	DEG	PIWIL2
Caudate	PSY_BD	ENSG00000197181	All	DEG	PIWIL2
DLPFC	PSY_SZ	ENSG00000197181	All	DEG	PIWIL2
DLPFC	PSY_BD	ENSG00000197181	All	DEG	PIWIL2
Caudate	PSY_SZ	ENSG00000197181	Decreased in AA	DEG	PIWIL2
Caudate	PSY_BD	ENSG00000197181	Decreased in AA	DEG	PIWIL2
DLPFC	PSY_SZ	ENSG00000197181	Decreased in AA	DEG	PIWIL2
DLPFC	PSY_BD	ENSG00000197181	Decreased in AA	DEG	PIWIL2
Caudate	PSY_SZ	ENSG00000152669	All	DEG	CCNO
Caudate	PSY_BD	ENSG00000152669	All	DEG	CCNO
Hippocampus	PSY_SZ	ENSG00000152669	All	DEG	CCNO
Hippocampus	PSY_BD	ENSG00000152669	All	DEG	CCNO
Caudate	PSY_SZ	ENSG00000152669	Decreased in AA	DEG	CCNO
Caudate	PSY_BD	ENSG00000152669	Decreased in AA	DEG	CCNO
Hippocampus	PSY_SZ	ENSG00000152669	Increased in AA	DEG	CCNO
Hippocampus	PSY_BD	ENSG00000152669	Increased in AA	DEG	CCNO
Caudate	PSY_SZ	ENSG00000163827	All	DEG	LRRC2
Caudate	PSY_SZ	ENSG00000163827	Increased in AA	DEG	LRRC2
Caudate	PSY_SZ	ENSG00000262576	All	DEG	PCDHGA4
Caudate	PSY_SZ	ENSG00000262576	Increased in AA	DEG	PCDHGA4
Caudate	PSY_SZ	ENSG00000242593	All	DEG	
Caudate	PSY_BD	ENSG00000242593	All	DEG	
Caudate	PSY_SZ	ENSG00000242593	Decreased in AA	DEG	
Caudate	PSY_BD	ENSG00000242593	Decreased in AA	DEG	
Caudate	PSY_SZ	ENSG00000269386	All	DEG	RAB11B-AS1
Hippocampus	PSY_SZ	ENSG00000269386	All	DEG	RAB11B-AS1
Caudate	PSY_SZ	ENSG00000269386	Decreased in AA	DEG	RAB11B-AS1
Hippocampus	PSY_SZ	ENSG00000269386	Decreased in AA	DEG	RAB11B-AS1
Caudate	PSY_SZ	ENSG00000243725	All	DEG	TTC4
Hippocampus	PSY_SZ	ENSG00000243725	All	DEG	TTC4
Caudate	PSY_SZ	ENSG00000243725	Increased in AA	DEG	TTC4
Hippocampus	PSY_SZ	ENSG00000243725	Increased in AA	DEG	TTC4
Caudate	PSY_SZ	ENSG00000183943	All	DEG	PRKX
Caudate	MSBB_MD44_AD	ENSG00000183943	All	DEG	PRKX
Caudate	PSY_SZ	ENSG00000183943	Increased in AA	DEG	PRKX
Caudate	MSBB_MD44_AD	ENSG00000183943	Increased in AA	DEG	PRKX
Caudate	PSY_SZ	ENSG00000127951	All	DEG	FGL2
Caudate	MAYO_AD	ENSG00000127951	All	DEG	FGL2
Caudate	PSY_SZ	ENSG00000127951	Increased in AA	DEG	FGL2
Caudate	MAYO_AD	ENSG00000127951	Increased in AA	DEG	FGL2
Caudate	PSY_SZ	ENSG00000270127	All	DEG	
Hippocampus	PSY_SZ	ENSG00000270127	All	DEG	
Caudate	PSY_SZ	ENSG00000270127	Increased in AA	DEG	
Hippocampus	PSY_SZ	ENSG00000270127	Increased in AA	DEG	
Caudate	PSY_SZ	ENSG00000013573	All	DEG	DDX11
Caudate	PSY_SZ	ENSG00000013573	Increased in AA	DEG	DDX11
Caudate	PSY_SZ	ENSG00000266921	All	DEG	ZNF230-DT
Caudate	PSY_SZ	ENSG00000266921	Decreased in AA	DEG	ZNF230-DT
Caudate	PSY_SZ	ENSG00000163071	All	DEG	SPATA18
Caudate	PSY_SZ	ENSG00000163071	Increased in AA	DEG	SPATA18
Caudate	PSY_SZ	ENSG00000144857	All	DEG	BOC
Caudate	MSBB_MD36_AD	ENSG00000144857	All	DEG	BOC
Caudate	PSY_SZ	ENSG00000144857	Increased in AA	DEG	BOC
Caudate	MSBB_MD36_AD	ENSG00000144857	Increased in AA	DEG	BOC
Caudate	PSY_SZ	ENSG00000139155	All	DEG	SLCO1C1
Caudate	PSY_SZ	ENSG00000139155	Decreased in AA	DEG	SLCO1C1
Caudate	PSY_SZ	ENSG00000162643	All	DEG	DNAI3
Caudate	MAYO_AD	ENSG00000162643	All	DEG	DNAI3
Hippocampus	PSY_SZ	ENSG00000162643	All	DEG	DNAI3
Hippocampus	MAYO_AD	ENSG00000162643	All	DEG	DNAI3
Caudate	PSY_SZ	ENSG00000162643	Increased in AA	DEG	DNAI3
Caudate	MAYO_AD	ENSG00000162643	Increased in AA	DEG	DNAI3
Hippocampus	PSY_SZ	ENSG00000162643	Increased in AA	DEG	DNAI3
Hippocampus	MAYO_AD	ENSG00000162643	Increased in AA	DEG	DNAI3
Caudate	PSY_SZ	ENSG00000188157	All	DEG	AGRN
Caudate	MAYO_AD	ENSG00000188157	All	DEG	AGRN
Hippocampus	PSY_SZ	ENSG00000188157	All	DEG	AGRN
Hippocampus	MAYO_AD	ENSG00000188157	All	DEG	AGRN
Caudate	PSY_SZ	ENSG00000188157	Decreased in AA	DEG	AGRN
Caudate	MAYO_AD	ENSG00000188157	Decreased in AA	DEG	AGRN
Hippocampus	PSY_SZ	ENSG00000188157	Decreased in AA	DEG	AGRN
Hippocampus	MAYO_AD	ENSG00000188157	Decreased in AA	DEG	AGRN
Caudate	PSY_SZ	ENSG00000198520	All	DEG	ARMH1
Caudate	MAYO_AD	ENSG00000198520	All	DEG	ARMH1
Hippocampus	PSY_SZ	ENSG00000198520	All	DEG	ARMH1
Hippocampus	MAYO_AD	ENSG00000198520	All	DEG	ARMH1
Caudate	PSY_SZ	ENSG00000198520	Increased in AA	DEG	ARMH1
Caudate	MAYO_AD	ENSG00000198520	Increased in AA	DEG	ARMH1
Hippocampus	PSY_SZ	ENSG00000198520	Increased in AA	DEG	ARMH1
Hippocampus	MAYO_AD	ENSG00000198520	Increased in AA	DEG	ARMH1
Caudate	PSY_SZ	ENSG00000185924	All	DEG	RTN4RL1
Caudate	PSY_SZ	ENSG00000185924	Decreased in AA	DEG	RTN4RL1
Caudate	PSY_SZ	ENSG00000241717	All	DEG	VWFP1
DLPFC	PSY_SZ	ENSG00000241717	All	DEG	VWFP1
Caudate	PSY_SZ	ENSG00000241717	Increased in AA	DEG	VWFP1
DLPFC	PSY_SZ	ENSG00000241717	Increased in AA	DEG	VWFP1
Caudate	PSY_SZ	ENSG00000197748	All	DEG	CFAP43
Caudate	MSBB_MD36_AD	ENSG00000197748	All	DEG	CFAP43
Hippocampus	PSY_SZ	ENSG00000197748	All	DEG	CFAP43
Hippocampus	MSBB_MD36_AD	ENSG00000197748	All	DEG	CFAP43
Caudate	PSY_SZ	ENSG00000197748	Increased in AA	DEG	CFAP43
Caudate	MSBB_MD36_AD	ENSG00000197748	Increased in AA	DEG	CFAP43
Hippocampus	PSY_SZ	ENSG00000197748	Increased in AA	DEG	CFAP43
Hippocampus	MSBB_MD36_AD	ENSG00000197748	Increased in AA	DEG	CFAP43
Caudate	PSY_SZ	ENSG00000224389	All	DEG	C4B
Caudate	PSY_ASD	ENSG00000224389	All	DEG	C4B
Caudate	MSBB_MD10_AD	ENSG00000224389	All	DEG	C4B
DLPFC	PSY_SZ	ENSG00000224389	All	DEG	C4B
DLPFC	PSY_ASD	ENSG00000224389	All	DEG	C4B
DLPFC	MSBB_MD10_AD	ENSG00000224389	All	DEG	C4B
Hippocampus	PSY_SZ	ENSG00000224389	All	DEG	C4B
Hippocampus	PSY_ASD	ENSG00000224389	All	DEG	C4B
Hippocampus	MSBB_MD10_AD	ENSG00000224389	All	DEG	C4B
Caudate	PSY_SZ	ENSG00000224389	Increased in AA	DEG	C4B
Caudate	PSY_ASD	ENSG00000224389	Increased in AA	DEG	C4B
Caudate	MSBB_MD10_AD	ENSG00000224389	Increased in AA	DEG	C4B
DLPFC	PSY_SZ	ENSG00000224389	Increased in AA	DEG	C4B
DLPFC	PSY_ASD	ENSG00000224389	Increased in AA	DEG	C4B
DLPFC	MSBB_MD10_AD	ENSG00000224389	Increased in AA	DEG	C4B
Hippocampus	PSY_SZ	ENSG00000224389	Increased in AA	DEG	C4B
Hippocampus	PSY_ASD	ENSG00000224389	Increased in AA	DEG	C4B
Hippocampus	MSBB_MD10_AD	ENSG00000224389	Increased in AA	DEG	C4B
Caudate	PSY_SZ	ENSG00000132661	All	DEG	NXT1
Dentate Gyrus	PSY_SZ	ENSG00000132661	All	DEG	NXT1
Caudate	PSY_SZ	ENSG00000132661	Decreased in AA	DEG	NXT1
Dentate Gyrus	PSY_SZ	ENSG00000132661	Increased in AA	DEG	NXT1
Caudate	PSY_SZ	ENSG00000182325	All	DEG	FBXL6
Caudate	PSY_SZ	ENSG00000182325	Increased in AA	DEG	FBXL6
Caudate	PSY_SZ	ENSG00000085563	All	DEG	ABCB1
Caudate	PSY_ASD	ENSG00000085563	All	DEG	ABCB1
Caudate	PSY_BD	ENSG00000085563	All	DEG	ABCB1
Caudate	MAYO_AD	ENSG00000085563	All	DEG	ABCB1
Dentate Gyrus	PSY_SZ	ENSG00000085563	All	DEG	ABCB1
Dentate Gyrus	PSY_ASD	ENSG00000085563	All	DEG	ABCB1
Dentate Gyrus	PSY_BD	ENSG00000085563	All	DEG	ABCB1
Dentate Gyrus	MAYO_AD	ENSG00000085563	All	DEG	ABCB1
Hippocampus	PSY_SZ	ENSG00000085563	All	DEG	ABCB1
Hippocampus	PSY_ASD	ENSG00000085563	All	DEG	ABCB1
Hippocampus	PSY_BD	ENSG00000085563	All	DEG	ABCB1
Hippocampus	MAYO_AD	ENSG00000085563	All	DEG	ABCB1
Caudate	PSY_SZ	ENSG00000085563	Decreased in AA	DEG	ABCB1
Caudate	PSY_ASD	ENSG00000085563	Decreased in AA	DEG	ABCB1
Caudate	PSY_BD	ENSG00000085563	Decreased in AA	DEG	ABCB1
Caudate	MAYO_AD	ENSG00000085563	Decreased in AA	DEG	ABCB1
Dentate Gyrus	PSY_SZ	ENSG00000085563	Decreased in AA	DEG	ABCB1
Dentate Gyrus	PSY_ASD	ENSG00000085563	Decreased in AA	DEG	ABCB1
Dentate Gyrus	PSY_BD	ENSG00000085563	Decreased in AA	DEG	ABCB1
Dentate Gyrus	MAYO_AD	ENSG00000085563	Decreased in AA	DEG	ABCB1
Hippocampus	PSY_SZ	ENSG00000085563	Decreased in AA	DEG	ABCB1
Hippocampus	PSY_ASD	ENSG00000085563	Decreased in AA	DEG	ABCB1
Hippocampus	PSY_BD	ENSG00000085563	Decreased in AA	DEG	ABCB1
Hippocampus	MAYO_AD	ENSG00000085563	Decreased in AA	DEG	ABCB1
Caudate	PSY_SZ	ENSG00000107738	All	DEG	VSIR
Caudate	MSBB_MD36_AD	ENSG00000107738	All	DEG	VSIR
Caudate	PSY_SZ	ENSG00000107738	Increased in AA	DEG	VSIR
Caudate	MSBB_MD36_AD	ENSG00000107738	Increased in AA	DEG	VSIR
Caudate	PSY_SZ	ENSG00000181350	All	DEG	LRRC75A
Caudate	PSY_BD	ENSG00000181350	All	DEG	LRRC75A
Caudate	PSY_SZ	ENSG00000181350	Decreased in AA	DEG	LRRC75A
Caudate	PSY_BD	ENSG00000181350	Decreased in AA	DEG	LRRC75A
Caudate	PSY_SZ	ENSG00000165949	All	DEG	IFI27
Caudate	MSBB_MD22_AD	ENSG00000165949	All	DEG	IFI27
Caudate	PSY_SZ	ENSG00000165949	Increased in AA	DEG	IFI27
Caudate	MSBB_MD22_AD	ENSG00000165949	Increased in AA	DEG	IFI27
Caudate	PSY_SZ	ENSG00000124766	All	DEG	SOX4
Caudate	PSY_ASD	ENSG00000124766	All	DEG	SOX4
Dentate Gyrus	PSY_SZ	ENSG00000124766	All	DEG	SOX4
Dentate Gyrus	PSY_ASD	ENSG00000124766	All	DEG	SOX4
Caudate	PSY_SZ	ENSG00000124766	Decreased in AA	DEG	SOX4
Caudate	PSY_ASD	ENSG00000124766	Decreased in AA	DEG	SOX4
Dentate Gyrus	PSY_SZ	ENSG00000124766	Decreased in AA	DEG	SOX4
Dentate Gyrus	PSY_ASD	ENSG00000124766	Decreased in AA	DEG	SOX4
Caudate	PSY_SZ	ENSG00000167306	All	DEG	MYO5B
Caudate	PSY_SZ	ENSG00000167306	Increased in AA	DEG	MYO5B
Caudate	PSY_SZ	ENSG00000246089	All	DEG	MCPH1-DT
Caudate	PSY_BD	ENSG00000246089	All	DEG	MCPH1-DT
Dentate Gyrus	PSY_SZ	ENSG00000246089	All	DEG	MCPH1-DT
Dentate Gyrus	PSY_BD	ENSG00000246089	All	DEG	MCPH1-DT
DLPFC	PSY_SZ	ENSG00000246089	All	DEG	MCPH1-DT
DLPFC	PSY_BD	ENSG00000246089	All	DEG	MCPH1-DT
Dentate Gyrus	PSY_SZ	ENSG00000246089	Decreased in AA	DEG	MCPH1-DT
Dentate Gyrus	PSY_BD	ENSG00000246089	Decreased in AA	DEG	MCPH1-DT
Caudate	PSY_SZ	ENSG00000246089	Increased in AA	DEG	MCPH1-DT
Caudate	PSY_BD	ENSG00000246089	Increased in AA	DEG	MCPH1-DT
DLPFC	PSY_SZ	ENSG00000246089	Increased in AA	DEG	MCPH1-DT
DLPFC	PSY_BD	ENSG00000246089	Increased in AA	DEG	MCPH1-DT
Caudate	PSY_SZ	ENSG00000187498	All	DEG	COL4A1
Caudate	PSY_SZ	ENSG00000187498	Decreased in AA	DEG	COL4A1
Caudate	PSY_SZ	ENSG00000160867	All	DEG	FGFR4
Dentate Gyrus	PSY_SZ	ENSG00000160867	All	DEG	FGFR4
DLPFC	PSY_SZ	ENSG00000160867	All	DEG	FGFR4
Hippocampus	PSY_SZ	ENSG00000160867	All	DEG	FGFR4
Caudate	PSY_SZ	ENSG00000160867	Increased in AA	DEG	FGFR4
Dentate Gyrus	PSY_SZ	ENSG00000160867	Increased in AA	DEG	FGFR4
DLPFC	PSY_SZ	ENSG00000160867	Increased in AA	DEG	FGFR4
Hippocampus	PSY_SZ	ENSG00000160867	Increased in AA	DEG	FGFR4
Caudate	PSY_SZ	ENSG00000167693	All	DEG	NXN
Caudate	MAYO_AD	ENSG00000167693	All	DEG	NXN
Dentate Gyrus	PSY_SZ	ENSG00000167693	All	DEG	NXN
Dentate Gyrus	MAYO_AD	ENSG00000167693	All	DEG	NXN
DLPFC	PSY_SZ	ENSG00000167693	All	DEG	NXN
DLPFC	MAYO_AD	ENSG00000167693	All	DEG	NXN
Caudate	PSY_SZ	ENSG00000167693	Decreased in AA	DEG	NXN
Caudate	MAYO_AD	ENSG00000167693	Decreased in AA	DEG	NXN
Dentate Gyrus	PSY_SZ	ENSG00000167693	Decreased in AA	DEG	NXN
Dentate Gyrus	MAYO_AD	ENSG00000167693	Decreased in AA	DEG	NXN
DLPFC	PSY_SZ	ENSG00000167693	Decreased in AA	DEG	NXN
DLPFC	MAYO_AD	ENSG00000167693	Decreased in AA	DEG	NXN
Caudate	PSY_SZ	ENSG00000168386	All	DEG	FILIP1L
Dentate Gyrus	PSY_SZ	ENSG00000168386	All	DEG	FILIP1L
DLPFC	PSY_SZ	ENSG00000168386	All	DEG	FILIP1L
Caudate	PSY_SZ	ENSG00000168386	Decreased in AA	DEG	FILIP1L
Dentate Gyrus	PSY_SZ	ENSG00000168386	Decreased in AA	DEG	FILIP1L
DLPFC	PSY_SZ	ENSG00000168386	Decreased in AA	DEG	FILIP1L
Caudate	PSY_SZ	ENSG00000258789	All	DEG	
Caudate	PSY_SZ	ENSG00000258789	Decreased in AA	DEG	
Caudate	PSY_SZ	ENSG00000176597	All	DEG	B3GNT5
DLPFC	PSY_SZ	ENSG00000176597	All	DEG	B3GNT5
Caudate	PSY_SZ	ENSG00000176597	Decreased in AA	DEG	B3GNT5
DLPFC	PSY_SZ	ENSG00000176597	Decreased in AA	DEG	B3GNT5
Caudate	PSY_SZ	ENSG00000043355	All	DEG	ZIC2
Caudate	MAYO_AD	ENSG00000043355	All	DEG	ZIC2
Caudate	PSY_SZ	ENSG00000043355	Increased in AA	DEG	ZIC2
Caudate	MAYO_AD	ENSG00000043355	Increased in AA	DEG	ZIC2
Caudate	PSY_SZ	ENSG00000131379	All	DEG	C3orf20
Caudate	PSY_BD	ENSG00000131379	All	DEG	C3orf20
Dentate Gyrus	PSY_SZ	ENSG00000131379	All	DEG	C3orf20
Dentate Gyrus	PSY_BD	ENSG00000131379	All	DEG	C3orf20
DLPFC	PSY_SZ	ENSG00000131379	All	DEG	C3orf20
DLPFC	PSY_BD	ENSG00000131379	All	DEG	C3orf20
Hippocampus	PSY_SZ	ENSG00000131379	All	DEG	C3orf20
Hippocampus	PSY_BD	ENSG00000131379	All	DEG	C3orf20
Caudate	PSY_SZ	ENSG00000131379	Decreased in AA	DEG	C3orf20
Caudate	PSY_BD	ENSG00000131379	Decreased in AA	DEG	C3orf20
Dentate Gyrus	PSY_SZ	ENSG00000131379	Decreased in AA	DEG	C3orf20
Dentate Gyrus	PSY_BD	ENSG00000131379	Decreased in AA	DEG	C3orf20
DLPFC	PSY_SZ	ENSG00000131379	Decreased in AA	DEG	C3orf20
DLPFC	PSY_BD	ENSG00000131379	Decreased in AA	DEG	C3orf20
Hippocampus	PSY_SZ	ENSG00000131379	Decreased in AA	DEG	C3orf20
Hippocampus	PSY_BD	ENSG00000131379	Decreased in AA	DEG	C3orf20
Caudate	PSY_SZ	ENSG00000173272	All	DEG	MZT2A
Caudate	PSY_BD	ENSG00000173272	All	DEG	MZT2A
Hippocampus	PSY_SZ	ENSG00000173272	All	DEG	MZT2A
Hippocampus	PSY_BD	ENSG00000173272	All	DEG	MZT2A
Caudate	PSY_SZ	ENSG00000173272	Decreased in AA	DEG	MZT2A
Caudate	PSY_BD	ENSG00000173272	Decreased in AA	DEG	MZT2A
Hippocampus	PSY_SZ	ENSG00000173272	Decreased in AA	DEG	MZT2A
Hippocampus	PSY_BD	ENSG00000173272	Decreased in AA	DEG	MZT2A
Caudate	PSY_SZ	ENSG00000123977	All	DEG	DAW1
Caudate	PSY_BD	ENSG00000123977	All	DEG	DAW1
Caudate	MSBB_MD10_AD	ENSG00000123977	All	DEG	DAW1
Caudate	PSY_SZ	ENSG00000123977	Increased in AA	DEG	DAW1
Caudate	PSY_BD	ENSG00000123977	Increased in AA	DEG	DAW1
Caudate	MSBB_MD10_AD	ENSG00000123977	Increased in AA	DEG	DAW1
Caudate	PSY_SZ	ENSG00000131459	All	DEG	GFPT2
Caudate	PSY_ASD	ENSG00000131459	All	DEG	GFPT2
Caudate	MAYO_AD	ENSG00000131459	All	DEG	GFPT2
DLPFC	PSY_SZ	ENSG00000131459	All	DEG	GFPT2
DLPFC	PSY_ASD	ENSG00000131459	All	DEG	GFPT2
DLPFC	MAYO_AD	ENSG00000131459	All	DEG	GFPT2
Hippocampus	PSY_SZ	ENSG00000131459	All	DEG	GFPT2
Hippocampus	PSY_ASD	ENSG00000131459	All	DEG	GFPT2
Hippocampus	MAYO_AD	ENSG00000131459	All	DEG	GFPT2
Caudate	PSY_SZ	ENSG00000131459	Increased in AA	DEG	GFPT2
Caudate	PSY_ASD	ENSG00000131459	Increased in AA	DEG	GFPT2
Caudate	MAYO_AD	ENSG00000131459	Increased in AA	DEG	GFPT2
DLPFC	PSY_SZ	ENSG00000131459	Increased in AA	DEG	GFPT2
DLPFC	PSY_ASD	ENSG00000131459	Increased in AA	DEG	GFPT2
DLPFC	MAYO_AD	ENSG00000131459	Increased in AA	DEG	GFPT2
Hippocampus	PSY_SZ	ENSG00000131459	Increased in AA	DEG	GFPT2
Hippocampus	PSY_ASD	ENSG00000131459	Increased in AA	DEG	GFPT2
Hippocampus	MAYO_AD	ENSG00000131459	Increased in AA	DEG	GFPT2
Caudate	PSY_SZ	ENSG00000100196	All	DEG	KDELR3
Caudate	PSY_SZ	ENSG00000100196	Increased in AA	DEG	KDELR3
Caudate	PSY_SZ	ENSG00000047579	All	DEG	DTNBP1
Caudate	MAYO_AD	ENSG00000047579	All	DEG	DTNBP1
Caudate	PSY_SZ	ENSG00000047579	Increased in AA	DEG	DTNBP1
Caudate	MAYO_AD	ENSG00000047579	Increased in AA	DEG	DTNBP1
Caudate	PSY_SZ	ENSG00000160200	All	DEG	CBS
Caudate	MSBB_MD36_AD	ENSG00000160200	All	DEG	CBS
DLPFC	PSY_SZ	ENSG00000160200	All	DEG	CBS
DLPFC	MSBB_MD36_AD	ENSG00000160200	All	DEG	CBS
Caudate	PSY_SZ	ENSG00000160200	Increased in AA	DEG	CBS
Caudate	MSBB_MD36_AD	ENSG00000160200	Increased in AA	DEG	CBS
DLPFC	PSY_SZ	ENSG00000160200	Increased in AA	DEG	CBS
DLPFC	MSBB_MD36_AD	ENSG00000160200	Increased in AA	DEG	CBS
Caudate	PSY_SZ	ENSG00000121742	All	DEG	GJB6
Caudate	PSY_SZ	ENSG00000121742	Decreased in AA	DEG	GJB6
Caudate	PSY_SZ	ENSG00000259456	All	DEG	ADNP-AS1
Hippocampus	PSY_SZ	ENSG00000259456	All	DEG	ADNP-AS1
Caudate	PSY_SZ	ENSG00000259456	Decreased in AA	DEG	ADNP-AS1
Hippocampus	PSY_SZ	ENSG00000259456	Decreased in AA	DEG	ADNP-AS1
Caudate	PSY_SZ	ENSG00000185436	All	DEG	IFNLR1
DLPFC	PSY_SZ	ENSG00000185436	All	DEG	IFNLR1
Caudate	PSY_SZ	ENSG00000185436	Increased in AA	DEG	IFNLR1
DLPFC	PSY_SZ	ENSG00000185436	Increased in AA	DEG	IFNLR1
Caudate	PSY_SZ	ENSG00000239282	All	DEG	CASTOR1
Caudate	PSY_SZ	ENSG00000239282	Increased in AA	DEG	CASTOR1
Caudate	PSY_SZ	ENSG00000214941	All	DEG	ZSWIM7
DLPFC	PSY_SZ	ENSG00000214941	All	DEG	ZSWIM7
Caudate	PSY_SZ	ENSG00000214941	Decreased in AA	DEG	ZSWIM7
DLPFC	PSY_SZ	ENSG00000214941	Decreased in AA	DEG	ZSWIM7
Caudate	PSY_SZ	ENSG00000103742	All	DEG	IGDCC4
Caudate	PSY_ASD	ENSG00000103742	All	DEG	IGDCC4
Caudate	PSY_BD	ENSG00000103742	All	DEG	IGDCC4
Caudate	MSBB_MD22_AD	ENSG00000103742	All	DEG	IGDCC4
Caudate	PSY_SZ	ENSG00000103742	Increased in AA	DEG	IGDCC4
Caudate	PSY_ASD	ENSG00000103742	Increased in AA	DEG	IGDCC4
Caudate	PSY_BD	ENSG00000103742	Increased in AA	DEG	IGDCC4
Caudate	MSBB_MD22_AD	ENSG00000103742	Increased in AA	DEG	IGDCC4
Caudate	PSY_SZ	ENSG00000177426	All	DEG	TGIF1
Caudate	PSY_ASD	ENSG00000177426	All	DEG	TGIF1
DLPFC	PSY_SZ	ENSG00000177426	All	DEG	TGIF1
DLPFC	PSY_ASD	ENSG00000177426	All	DEG	TGIF1
Hippocampus	PSY_SZ	ENSG00000177426	All	DEG	TGIF1
Hippocampus	PSY_ASD	ENSG00000177426	All	DEG	TGIF1
Caudate	PSY_SZ	ENSG00000177426	Increased in AA	DEG	TGIF1
Caudate	PSY_ASD	ENSG00000177426	Increased in AA	DEG	TGIF1
DLPFC	PSY_SZ	ENSG00000177426	Increased in AA	DEG	TGIF1
DLPFC	PSY_ASD	ENSG00000177426	Increased in AA	DEG	TGIF1
Hippocampus	PSY_SZ	ENSG00000177426	Increased in AA	DEG	TGIF1
Hippocampus	PSY_ASD	ENSG00000177426	Increased in AA	DEG	TGIF1
Caudate	PSY_SZ	ENSG00000141469	All	DEG	SLC14A1
Caudate	MSBB_MD36_AD	ENSG00000141469	All	DEG	SLC14A1
Dentate Gyrus	PSY_SZ	ENSG00000141469	All	DEG	SLC14A1
Dentate Gyrus	MSBB_MD36_AD	ENSG00000141469	All	DEG	SLC14A1
DLPFC	PSY_SZ	ENSG00000141469	All	DEG	SLC14A1
DLPFC	MSBB_MD36_AD	ENSG00000141469	All	DEG	SLC14A1
Hippocampus	PSY_SZ	ENSG00000141469	All	DEG	SLC14A1
Hippocampus	MSBB_MD36_AD	ENSG00000141469	All	DEG	SLC14A1
Caudate	PSY_SZ	ENSG00000141469	Increased in AA	DEG	SLC14A1
Caudate	MSBB_MD36_AD	ENSG00000141469	Increased in AA	DEG	SLC14A1
Dentate Gyrus	PSY_SZ	ENSG00000141469	Increased in AA	DEG	SLC14A1
Dentate Gyrus	MSBB_MD36_AD	ENSG00000141469	Increased in AA	DEG	SLC14A1
DLPFC	PSY_SZ	ENSG00000141469	Increased in AA	DEG	SLC14A1
DLPFC	MSBB_MD36_AD	ENSG00000141469	Increased in AA	DEG	SLC14A1
Hippocampus	PSY_SZ	ENSG00000141469	Increased in AA	DEG	SLC14A1
Hippocampus	MSBB_MD36_AD	ENSG00000141469	Increased in AA	DEG	SLC14A1
Caudate	PSY_SZ	ENSG00000002586	All	DEG	CD99
Caudate	PSY_ASD	ENSG00000002586	All	DEG	CD99
Caudate	MSBB_MD36_AD	ENSG00000002586	All	DEG	CD99
Dentate Gyrus	PSY_SZ	ENSG00000002586	All	DEG	CD99
Dentate Gyrus	PSY_ASD	ENSG00000002586	All	DEG	CD99
Dentate Gyrus	MSBB_MD36_AD	ENSG00000002586	All	DEG	CD99
DLPFC	PSY_SZ	ENSG00000002586	All	DEG	CD99
DLPFC	PSY_ASD	ENSG00000002586	All	DEG	CD99
DLPFC	MSBB_MD36_AD	ENSG00000002586	All	DEG	CD99
Caudate	PSY_SZ	ENSG00000002586	Decreased in AA	DEG	CD99
Caudate	PSY_ASD	ENSG00000002586	Decreased in AA	DEG	CD99
Caudate	MSBB_MD36_AD	ENSG00000002586	Decreased in AA	DEG	CD99
DLPFC	PSY_SZ	ENSG00000002586	Decreased in AA	DEG	CD99
DLPFC	PSY_ASD	ENSG00000002586	Decreased in AA	DEG	CD99
