Module_1	Module_2	Semantic_Similarity	Ont	Tissue
darkgrey	darkred	1	MF	Dentate Gyrus
darkgrey	darkmagenta	1	MF	Dentate Gyrus
darkgrey	yellowgreen	1	MF	Dentate Gyrus
darkgrey	sienna3		MF	Dentate Gyrus
black	greenyellow	1	MF	Dentate Gyrus
black	brown	1	MF	Dentate Gyrus
black	grey	1	MF	Dentate Gyrus
black	blue	1	MF	Dentate Gyrus
black	darkgreen	1	MF	Dentate Gyrus
black	lightcyan	1	MF	Dentate Gyrus
black	turquoise	1	MF	Dentate Gyrus
black	pink	1	MF	Dentate Gyrus
black	violet		MF	Dentate Gyrus
black	magenta	1	MF	Dentate Gyrus
black	salmon	1	MF	Dentate Gyrus
black	royalblue	1	MF	Dentate Gyrus
black	darkorange	1	MF	Dentate Gyrus
black	saddlebrown		MF	Dentate Gyrus
black	darkturquoise		MF	Dentate Gyrus
black	yellow	1	MF	Dentate Gyrus
black	darkgrey	1	MF	Dentate Gyrus
black	green	1	MF	Dentate Gyrus
black	plum1		MF	Dentate Gyrus
black	tan	1	MF	Dentate Gyrus
black	white	1	MF	Dentate Gyrus
black	red	1	MF	Dentate Gyrus
black	purple	1	MF	Dentate Gyrus
black	skyblue		MF	Dentate Gyrus
black	lightyellow	1	MF	Dentate Gyrus
black	midnightblue	1	MF	Dentate Gyrus
black	paleturquoise	1	MF	Dentate Gyrus
black	cyan	1	MF	Dentate Gyrus
black	orange		MF	Dentate Gyrus
black	lightgreen	1	MF	Dentate Gyrus
black	darkred	1	MF	Dentate Gyrus
black	darkmagenta	1	MF	Dentate Gyrus
black	yellowgreen	1	MF	Dentate Gyrus
black	sienna3		MF	Dentate Gyrus
green	greenyellow	0.392	MF	Dentate Gyrus
green	brown	0.673	MF	Dentate Gyrus
green	grey	0.503	MF	Dentate Gyrus
green	blue	0.572	MF	Dentate Gyrus
green	darkgreen	0.336	MF	Dentate Gyrus
green	lightcyan	0.482	MF	Dentate Gyrus
green	turquoise	0.621	MF	Dentate Gyrus
green	pink	0.367	MF	Dentate Gyrus
green	violet		MF	Dentate Gyrus
green	magenta	0.463	MF	Dentate Gyrus
green	salmon	1	MF	Dentate Gyrus
green	royalblue	0.514	MF	Dentate Gyrus
green	darkorange	1	MF	Dentate Gyrus
green	saddlebrown		MF	Dentate Gyrus
green	darkturquoise		MF	Dentate Gyrus
green	yellow	0.367	MF	Dentate Gyrus
green	darkgrey	1	MF	Dentate Gyrus
green	black	1	MF	Dentate Gyrus
green	plum1		MF	Dentate Gyrus
green	tan	0.563	MF	Dentate Gyrus
green	white	1	MF	Dentate Gyrus
green	red	0.642	MF	Dentate Gyrus
green	purple	0.497	MF	Dentate Gyrus
green	skyblue		MF	Dentate Gyrus
green	lightyellow	1	MF	Dentate Gyrus
green	midnightblue	0.427	MF	Dentate Gyrus
green	paleturquoise	0.427	MF	Dentate Gyrus
green	cyan	0.543	MF	Dentate Gyrus
green	orange		MF	Dentate Gyrus
green	lightgreen	0.432	MF	Dentate Gyrus
green	darkred	1	MF	Dentate Gyrus
green	darkmagenta	0.545	MF	Dentate Gyrus
green	yellowgreen	0.493	MF	Dentate Gyrus
green	sienna3		MF	Dentate Gyrus
plum1	greenyellow		MF	Dentate Gyrus
plum1	brown		MF	Dentate Gyrus
plum1	grey		MF	Dentate Gyrus
plum1	blue		MF	Dentate Gyrus
plum1	darkgreen		MF	Dentate Gyrus
plum1	lightcyan		MF	Dentate Gyrus
plum1	turquoise		MF	Dentate Gyrus
plum1	pink		MF	Dentate Gyrus
plum1	violet		MF	Dentate Gyrus
plum1	magenta		MF	Dentate Gyrus
plum1	salmon		MF	Dentate Gyrus
plum1	royalblue		MF	Dentate Gyrus
plum1	darkorange		MF	Dentate Gyrus
plum1	saddlebrown		MF	Dentate Gyrus
plum1	darkturquoise		MF	Dentate Gyrus
plum1	yellow		MF	Dentate Gyrus
plum1	darkgrey		MF	Dentate Gyrus
plum1	black		MF	Dentate Gyrus
plum1	green		MF	Dentate Gyrus
plum1	tan		MF	Dentate Gyrus
plum1	white		MF	Dentate Gyrus
plum1	red		MF	Dentate Gyrus
plum1	purple		MF	Dentate Gyrus
plum1	skyblue		MF	Dentate Gyrus
plum1	lightyellow		MF	Dentate Gyrus
plum1	midnightblue		MF	Dentate Gyrus
plum1	paleturquoise		MF	Dentate Gyrus
plum1	cyan		MF	Dentate Gyrus
plum1	orange		MF	Dentate Gyrus
plum1	lightgreen		MF	Dentate Gyrus
plum1	darkred		MF	Dentate Gyrus
plum1	darkmagenta		MF	Dentate Gyrus
plum1	yellowgreen		MF	Dentate Gyrus
plum1	sienna3		MF	Dentate Gyrus
tan	greenyellow	0.529	MF	Dentate Gyrus
tan	brown	0.528	MF	Dentate Gyrus
tan	grey	0.574	MF	Dentate Gyrus
tan	blue	0.656	MF	Dentate Gyrus
tan	darkgreen	0.416	MF	Dentate Gyrus
tan	lightcyan	0.451	MF	Dentate Gyrus
tan	turquoise	0.491	MF	Dentate Gyrus
tan	pink	0.503	MF	Dentate Gyrus
tan	violet		MF	Dentate Gyrus
tan	magenta	0.566	MF	Dentate Gyrus
tan	salmon	1	MF	Dentate Gyrus
tan	royalblue	0.66	MF	Dentate Gyrus
tan	darkorange	1	MF	Dentate Gyrus
tan	saddlebrown		MF	Dentate Gyrus
tan	darkturquoise		MF	Dentate Gyrus
tan	yellow	0.503	MF	Dentate Gyrus
tan	darkgrey	1	MF	Dentate Gyrus
tan	black	1	MF	Dentate Gyrus
tan	green	0.563	MF	Dentate Gyrus
tan	plum1		MF	Dentate Gyrus
tan	white	1	MF	Dentate Gyrus
tan	red	0.711	MF	Dentate Gyrus
tan	purple	0.431	MF	Dentate Gyrus
tan	skyblue		MF	Dentate Gyrus
tan	lightyellow	1	MF	Dentate Gyrus
tan	midnightblue	0.592	MF	Dentate Gyrus
tan	paleturquoise	0.547	MF	Dentate Gyrus
tan	cyan	0.598	MF	Dentate Gyrus
tan	orange		MF	Dentate Gyrus
tan	lightgreen	0.611	MF	Dentate Gyrus
tan	darkred	1	MF	Dentate Gyrus
tan	darkmagenta	0.657	MF	Dentate Gyrus
tan	yellowgreen	0.522	MF	Dentate Gyrus
tan	sienna3		MF	Dentate Gyrus
white	greenyellow	1	MF	Dentate Gyrus
white	brown	1	MF	Dentate Gyrus
white	grey	1	MF	Dentate Gyrus
white	blue	1	MF	Dentate Gyrus
white	darkgreen	1	MF	Dentate Gyrus
white	lightcyan	1	MF	Dentate Gyrus
white	turquoise	1	MF	Dentate Gyrus
white	pink	1	MF	Dentate Gyrus
white	violet		MF	Dentate Gyrus
white	magenta	1	MF	Dentate Gyrus
white	salmon	1	MF	Dentate Gyrus
white	royalblue	1	MF	Dentate Gyrus
white	darkorange	1	MF	Dentate Gyrus
white	saddlebrown		MF	Dentate Gyrus
white	darkturquoise		MF	Dentate Gyrus
white	yellow	1	MF	Dentate Gyrus
white	darkgrey	1	MF	Dentate Gyrus
white	black	1	MF	Dentate Gyrus
white	green	1	MF	Dentate Gyrus
white	plum1		MF	Dentate Gyrus
white	tan	1	MF	Dentate Gyrus
white	red	1	MF	Dentate Gyrus
white	purple	1	MF	Dentate Gyrus
white	skyblue		MF	Dentate Gyrus
white	lightyellow	1	MF	Dentate Gyrus
white	midnightblue	1	MF	Dentate Gyrus
white	paleturquoise	1	MF	Dentate Gyrus
white	cyan	1	MF	Dentate Gyrus
white	orange		MF	Dentate Gyrus
white	lightgreen	1	MF	Dentate Gyrus
white	darkred	1	MF	Dentate Gyrus
white	darkmagenta	1	MF	Dentate Gyrus
white	yellowgreen	1	MF	Dentate Gyrus
white	sienna3		MF	Dentate Gyrus
red	greenyellow	0.494	MF	Dentate Gyrus
red	brown	0.596	MF	Dentate Gyrus
red	grey	0.61	MF	Dentate Gyrus
red	blue	0.652	MF	Dentate Gyrus
red	darkgreen	0.349	MF	Dentate Gyrus
red	lightcyan	0.48	MF	Dentate Gyrus
red	turquoise	0.544	MF	Dentate Gyrus
red	pink	0.466	MF	Dentate Gyrus
red	violet		MF	Dentate Gyrus
red	magenta	0.542	MF	Dentate Gyrus
red	salmon	1	MF	Dentate Gyrus
red	royalblue	0.535	MF	Dentate Gyrus
red	darkorange	1	MF	Dentate Gyrus
red	saddlebrown		MF	Dentate Gyrus
red	darkturquoise		MF	Dentate Gyrus
red	yellow	0.466	MF	Dentate Gyrus
red	darkgrey	1	MF	Dentate Gyrus
red	black	1	MF	Dentate Gyrus
red	green	0.642	MF	Dentate Gyrus
red	plum1		MF	Dentate Gyrus
red	tan	0.711	MF	Dentate Gyrus
red	white	1	MF	Dentate Gyrus
red	purple	0.518	MF	Dentate Gyrus
red	skyblue		MF	Dentate Gyrus
red	lightyellow	1	MF	Dentate Gyrus
red	midnightblue	0.428	MF	Dentate Gyrus
red	paleturquoise	0.445	MF	Dentate Gyrus
red	cyan	0.533	MF	Dentate Gyrus
red	orange		MF	Dentate Gyrus
red	lightgreen	0.45	MF	Dentate Gyrus
red	darkred	1	MF	Dentate Gyrus
red	darkmagenta	0.556	MF	Dentate Gyrus
red	yellowgreen	0.494	MF	Dentate Gyrus
red	sienna3		MF	Dentate Gyrus
purple	greenyellow	0.599	MF	Dentate Gyrus
purple	brown	0.477	MF	Dentate Gyrus
purple	grey	0.529	MF	Dentate Gyrus
purple	blue	0.573	MF	Dentate Gyrus
purple	darkgreen	0.315	MF	Dentate Gyrus
purple	lightcyan	0.472	MF	Dentate Gyrus
purple	turquoise	0.548	MF	Dentate Gyrus
purple	pink	0.579	MF	Dentate Gyrus
purple	violet		MF	Dentate Gyrus
purple	magenta	0.544	MF	Dentate Gyrus
purple	salmon	1	MF	Dentate Gyrus
purple	royalblue	0.316	MF	Dentate Gyrus
purple	darkorange	1	MF	Dentate Gyrus
purple	saddlebrown		MF	Dentate Gyrus
purple	darkturquoise		MF	Dentate Gyrus
purple	yellow	0.579	MF	Dentate Gyrus
purple	darkgrey	1	MF	Dentate Gyrus
purple	black	1	MF	Dentate Gyrus
purple	green	0.497	MF	Dentate Gyrus
purple	plum1		MF	Dentate Gyrus
purple	tan	0.431	MF	Dentate Gyrus
purple	white	1	MF	Dentate Gyrus
purple	red	0.518	MF	Dentate Gyrus
purple	skyblue		MF	Dentate Gyrus
purple	lightyellow	1	MF	Dentate Gyrus
purple	midnightblue	0.477	MF	Dentate Gyrus
purple	paleturquoise	0.373	MF	Dentate Gyrus
purple	cyan	0.762	MF	Dentate Gyrus
purple	orange		MF	Dentate Gyrus
purple	lightgreen	0.411	MF	Dentate Gyrus
purple	darkred	1	MF	Dentate Gyrus
purple	darkmagenta	0.495	MF	Dentate Gyrus
purple	yellowgreen	0.522	MF	Dentate Gyrus
purple	sienna3		MF	Dentate Gyrus
skyblue	greenyellow		MF	Dentate Gyrus
skyblue	brown		MF	Dentate Gyrus
skyblue	grey		MF	Dentate Gyrus
skyblue	blue		MF	Dentate Gyrus
skyblue	darkgreen		MF	Dentate Gyrus
skyblue	lightcyan		MF	Dentate Gyrus
skyblue	turquoise		MF	Dentate Gyrus
skyblue	pink		MF	Dentate Gyrus
skyblue	violet		MF	Dentate Gyrus
skyblue	magenta		MF	Dentate Gyrus
skyblue	salmon		MF	Dentate Gyrus
skyblue	royalblue		MF	Dentate Gyrus
skyblue	darkorange		MF	Dentate Gyrus
skyblue	saddlebrown		MF	Dentate Gyrus
skyblue	darkturquoise		MF	Dentate Gyrus
skyblue	yellow		MF	Dentate Gyrus
skyblue	darkgrey		MF	Dentate Gyrus
skyblue	black		MF	Dentate Gyrus
skyblue	green		MF	Dentate Gyrus
skyblue	plum1		MF	Dentate Gyrus
skyblue	tan		MF	Dentate Gyrus
skyblue	white		MF	Dentate Gyrus
skyblue	red		MF	Dentate Gyrus
skyblue	purple		MF	Dentate Gyrus
skyblue	lightyellow		MF	Dentate Gyrus
skyblue	midnightblue		MF	Dentate Gyrus
skyblue	paleturquoise		MF	Dentate Gyrus
skyblue	cyan		MF	Dentate Gyrus
skyblue	orange		MF	Dentate Gyrus
skyblue	lightgreen		MF	Dentate Gyrus
skyblue	darkred		MF	Dentate Gyrus
skyblue	darkmagenta		MF	Dentate Gyrus
skyblue	yellowgreen		MF	Dentate Gyrus
skyblue	sienna3		MF	Dentate Gyrus
lightyellow	greenyellow	1	MF	Dentate Gyrus
lightyellow	brown	1	MF	Dentate Gyrus
lightyellow	grey	1	MF	Dentate Gyrus
lightyellow	blue	1	MF	Dentate Gyrus
lightyellow	darkgreen	1	MF	Dentate Gyrus
lightyellow	lightcyan	1	MF	Dentate Gyrus
lightyellow	turquoise	1	MF	Dentate Gyrus
lightyellow	pink	1	MF	Dentate Gyrus
lightyellow	violet		MF	Dentate Gyrus
lightyellow	magenta	1	MF	Dentate Gyrus
lightyellow	salmon	1	MF	Dentate Gyrus
lightyellow	royalblue	1	MF	Dentate Gyrus
lightyellow	darkorange	1	MF	Dentate Gyrus
lightyellow	saddlebrown		MF	Dentate Gyrus
lightyellow	darkturquoise		MF	Dentate Gyrus
lightyellow	yellow	1	MF	Dentate Gyrus
lightyellow	darkgrey	1	MF	Dentate Gyrus
lightyellow	black	1	MF	Dentate Gyrus
lightyellow	green	1	MF	Dentate Gyrus
lightyellow	plum1		MF	Dentate Gyrus
lightyellow	tan	1	MF	Dentate Gyrus
lightyellow	white	1	MF	Dentate Gyrus
lightyellow	red	1	MF	Dentate Gyrus
lightyellow	purple	1	MF	Dentate Gyrus
lightyellow	skyblue		MF	Dentate Gyrus
lightyellow	midnightblue	1	MF	Dentate Gyrus
lightyellow	paleturquoise	1	MF	Dentate Gyrus
lightyellow	cyan	1	MF	Dentate Gyrus
lightyellow	orange		MF	Dentate Gyrus
lightyellow	lightgreen	1	MF	Dentate Gyrus
lightyellow	darkred	1	MF	Dentate Gyrus
lightyellow	darkmagenta	1	MF	Dentate Gyrus
lightyellow	yellowgreen	1	MF	Dentate Gyrus
lightyellow	sienna3		MF	Dentate Gyrus
midnightblue	greenyellow	0.674	MF	Dentate Gyrus
midnightblue	brown	0.376	MF	Dentate Gyrus
midnightblue	grey	0.521	MF	Dentate Gyrus
midnightblue	blue	0.545	MF	Dentate Gyrus
midnightblue	darkgreen	0.394	MF	Dentate Gyrus
midnightblue	lightcyan	0.409	MF	Dentate Gyrus
midnightblue	turquoise	0.395	MF	Dentate Gyrus
midnightblue	pink	0.671	MF	Dentate Gyrus
midnightblue	violet		MF	Dentate Gyrus
midnightblue	magenta	0.504	MF	Dentate Gyrus
midnightblue	salmon	1	MF	Dentate Gyrus
midnightblue	royalblue	0.428	MF	Dentate Gyrus
midnightblue	darkorange	1	MF	Dentate Gyrus
midnightblue	saddlebrown		MF	Dentate Gyrus
midnightblue	darkturquoise		MF	Dentate Gyrus
midnightblue	yellow	0.671	MF	Dentate Gyrus
midnightblue	darkgrey	1	MF	Dentate Gyrus
midnightblue	black	1	MF	Dentate Gyrus
midnightblue	green	0.427	MF	Dentate Gyrus
midnightblue	plum1		MF	Dentate Gyrus
midnightblue	tan	0.592	MF	Dentate Gyrus
midnightblue	white	1	MF	Dentate Gyrus
midnightblue	red	0.428	MF	Dentate Gyrus
midnightblue	purple	0.477	MF	Dentate Gyrus
midnightblue	skyblue		MF	Dentate Gyrus
midnightblue	lightyellow	1	MF	Dentate Gyrus
midnightblue	paleturquoise	0.522	MF	Dentate Gyrus
midnightblue	cyan	0.717	MF	Dentate Gyrus
midnightblue	orange		MF	Dentate Gyrus
midnightblue	lightgreen	0.66	MF	Dentate Gyrus
midnightblue	darkred	1	MF	Dentate Gyrus
midnightblue	darkmagenta	0.581	MF	Dentate Gyrus
midnightblue	yellowgreen	0.613	MF	Dentate Gyrus
midnightblue	sienna3		MF	Dentate Gyrus
paleturquoise	greenyellow	0.487	MF	Dentate Gyrus
paleturquoise	brown	0.386	MF	Dentate Gyrus
paleturquoise	grey	0.599	MF	Dentate Gyrus
paleturquoise	blue	0.507	MF	Dentate Gyrus
paleturquoise	darkgreen	0.698	MF	Dentate Gyrus
paleturquoise	lightcyan	0.397	MF	Dentate Gyrus
paleturquoise	turquoise	0.401	MF	Dentate Gyrus
paleturquoise	pink	0.443	MF	Dentate Gyrus
paleturquoise	violet		MF	Dentate Gyrus
paleturquoise	magenta	0.501	MF	Dentate Gyrus
paleturquoise	salmon	1	MF	Dentate Gyrus
paleturquoise	royalblue	0.46	MF	Dentate Gyrus
paleturquoise	darkorange	1	MF	Dentate Gyrus
paleturquoise	saddlebrown		MF	Dentate Gyrus
paleturquoise	darkturquoise		MF	Dentate Gyrus
paleturquoise	yellow	0.443	MF	Dentate Gyrus
paleturquoise	darkgrey	1	MF	Dentate Gyrus
paleturquoise	black	1	MF	Dentate Gyrus
paleturquoise	green	0.427	MF	Dentate Gyrus
paleturquoise	plum1		MF	Dentate Gyrus
paleturquoise	tan	0.547	MF	Dentate Gyrus
paleturquoise	white	1	MF	Dentate Gyrus
paleturquoise	red	0.445	MF	Dentate Gyrus
paleturquoise	purple	0.373	MF	Dentate Gyrus
paleturquoise	skyblue		MF	Dentate Gyrus
paleturquoise	lightyellow	1	MF	Dentate Gyrus
paleturquoise	midnightblue	0.522	MF	Dentate Gyrus
paleturquoise	cyan	0.531	MF	Dentate Gyrus
paleturquoise	orange		MF	Dentate Gyrus
paleturquoise	lightgreen	0.535	MF	Dentate Gyrus
paleturquoise	darkred	1	MF	Dentate Gyrus
paleturquoise	darkmagenta	0.578	MF	Dentate Gyrus
paleturquoise	yellowgreen	0.451	MF	Dentate Gyrus
paleturquoise	sienna3		MF	Dentate Gyrus
cyan	greenyellow	0.638	MF	Dentate Gyrus
cyan	brown	0.462	MF	Dentate Gyrus
cyan	grey	0.645	MF	Dentate Gyrus
cyan	blue	0.563	MF	Dentate Gyrus
cyan	darkgreen	0.346	MF	Dentate Gyrus
cyan	lightcyan	0.396	MF	Dentate Gyrus
cyan	turquoise	0.557	MF	Dentate Gyrus
cyan	pink	0.627	MF	Dentate Gyrus
cyan	violet		MF	Dentate Gyrus
cyan	magenta	0.555	MF	Dentate Gyrus
cyan	salmon	1	MF	Dentate Gyrus
cyan	royalblue	0.475	MF	Dentate Gyrus
cyan	darkorange	1	MF	Dentate Gyrus
cyan	saddlebrown		MF	Dentate Gyrus
cyan	darkturquoise		MF	Dentate Gyrus
cyan	yellow	0.627	MF	Dentate Gyrus
cyan	darkgrey	1	MF	Dentate Gyrus
cyan	black	1	MF	Dentate Gyrus
cyan	green	0.543	MF	Dentate Gyrus
cyan	plum1		MF	Dentate Gyrus
cyan	tan	0.598	MF	Dentate Gyrus
cyan	white	1	MF	Dentate Gyrus
cyan	red	0.533	MF	Dentate Gyrus
cyan	purple	0.762	MF	Dentate Gyrus
cyan	skyblue		MF	Dentate Gyrus
cyan	lightyellow	1	MF	Dentate Gyrus
cyan	midnightblue	0.717	MF	Dentate Gyrus
cyan	paleturquoise	0.531	MF	Dentate Gyrus
cyan	orange		MF	Dentate Gyrus
cyan	lightgreen	0.617	MF	Dentate Gyrus
cyan	darkred	1	MF	Dentate Gyrus
cyan	darkmagenta	0.589	MF	Dentate Gyrus
cyan	yellowgreen	0.558	MF	Dentate Gyrus
cyan	sienna3		MF	Dentate Gyrus
orange	greenyellow		MF	Dentate Gyrus
orange	brown		MF	Dentate Gyrus
orange	grey		MF	Dentate Gyrus
orange	blue		MF	Dentate Gyrus
orange	darkgreen		MF	Dentate Gyrus
orange	lightcyan		MF	Dentate Gyrus
orange	turquoise		MF	Dentate Gyrus
orange	pink		MF	Dentate Gyrus
orange	violet		MF	Dentate Gyrus
orange	magenta		MF	Dentate Gyrus
orange	salmon		MF	Dentate Gyrus
orange	royalblue		MF	Dentate Gyrus
orange	darkorange		MF	Dentate Gyrus
orange	saddlebrown		MF	Dentate Gyrus
orange	darkturquoise		MF	Dentate Gyrus
orange	yellow		MF	Dentate Gyrus
orange	darkgrey		MF	Dentate Gyrus
orange	black		MF	Dentate Gyrus
orange	green		MF	Dentate Gyrus
orange	plum1		MF	Dentate Gyrus
orange	tan		MF	Dentate Gyrus
orange	white		MF	Dentate Gyrus
orange	red		MF	Dentate Gyrus
orange	purple		MF	Dentate Gyrus
orange	skyblue		MF	Dentate Gyrus
orange	lightyellow		MF	Dentate Gyrus
orange	midnightblue		MF	Dentate Gyrus
orange	paleturquoise		MF	Dentate Gyrus
orange	cyan		MF	Dentate Gyrus
orange	lightgreen		MF	Dentate Gyrus
orange	darkred		MF	Dentate Gyrus
orange	darkmagenta		MF	Dentate Gyrus
orange	yellowgreen		MF	Dentate Gyrus
orange	sienna3		MF	Dentate Gyrus
lightgreen	greenyellow	0.577	MF	Dentate Gyrus
lightgreen	brown	0.402	MF	Dentate Gyrus
lightgreen	grey	0.553	MF	Dentate Gyrus
lightgreen	blue	0.579	MF	Dentate Gyrus
lightgreen	darkgreen	0.37	MF	Dentate Gyrus
lightgreen	lightcyan	0.406	MF	Dentate Gyrus
lightgreen	turquoise	0.423	MF	Dentate Gyrus
lightgreen	pink	0.543	MF	Dentate Gyrus
lightgreen	violet		MF	Dentate Gyrus
lightgreen	magenta	0.484	MF	Dentate Gyrus
lightgreen	salmon	1	MF	Dentate Gyrus
lightgreen	royalblue	0.47	MF	Dentate Gyrus
lightgreen	darkorange	1	MF	Dentate Gyrus
lightgreen	saddlebrown		MF	Dentate Gyrus
lightgreen	darkturquoise		MF	Dentate Gyrus
lightgreen	yellow	0.543	MF	Dentate Gyrus
lightgreen	darkgrey	1	MF	Dentate Gyrus
lightgreen	black	1	MF	Dentate Gyrus
lightgreen	green	0.432	MF	Dentate Gyrus
lightgreen	plum1		MF	Dentate Gyrus
lightgreen	tan	0.611	MF	Dentate Gyrus
lightgreen	white	1	MF	Dentate Gyrus
lightgreen	red	0.45	MF	Dentate Gyrus
lightgreen	purple	0.411	MF	Dentate Gyrus
lightgreen	skyblue		MF	Dentate Gyrus
lightgreen	lightyellow	1	MF	Dentate Gyrus
lightgreen	midnightblue	0.66	MF	Dentate Gyrus
lightgreen	paleturquoise	0.535	MF	Dentate Gyrus
lightgreen	cyan	0.617	MF	Dentate Gyrus
lightgreen	orange		MF	Dentate Gyrus
lightgreen	darkred	1	MF	Dentate Gyrus
lightgreen	darkmagenta	0.592	MF	Dentate Gyrus
lightgreen	yellowgreen	0.498	MF	Dentate Gyrus
lightgreen	sienna3		MF	Dentate Gyrus
darkred	greenyellow	1	MF	Dentate Gyrus
darkred	brown	1	MF	Dentate Gyrus
darkred	grey	1	MF	Dentate Gyrus
darkred	blue	1	MF	Dentate Gyrus
darkred	darkgreen	1	MF	Dentate Gyrus
darkred	lightcyan	1	MF	Dentate Gyrus
darkred	turquoise	1	MF	Dentate Gyrus
darkred	pink	1	MF	Dentate Gyrus
darkred	violet		MF	Dentate Gyrus
darkred	magenta	1	MF	Dentate Gyrus
darkred	salmon	1	MF	Dentate Gyrus
darkred	royalblue	1	MF	Dentate Gyrus
darkred	darkorange	1	MF	Dentate Gyrus
darkred	saddlebrown		MF	Dentate Gyrus
darkred	darkturquoise		MF	Dentate Gyrus
darkred	yellow	1	MF	Dentate Gyrus
darkred	darkgrey	1	MF	Dentate Gyrus
darkred	black	1	MF	Dentate Gyrus
darkred	green	1	MF	Dentate Gyrus
darkred	plum1		MF	Dentate Gyrus
darkred	tan	1	MF	Dentate Gyrus
darkred	white	1	MF	Dentate Gyrus
darkred	red	1	MF	Dentate Gyrus
darkred	purple	1	MF	Dentate Gyrus
darkred	skyblue		MF	Dentate Gyrus
darkred	lightyellow	1	MF	Dentate Gyrus
darkred	midnightblue	1	MF	Dentate Gyrus
darkred	paleturquoise	1	MF	Dentate Gyrus
darkred	cyan	1	MF	Dentate Gyrus
darkred	orange		MF	Dentate Gyrus
darkred	lightgreen	1	MF	Dentate Gyrus
darkred	darkmagenta	1	MF	Dentate Gyrus
darkred	yellowgreen	1	MF	Dentate Gyrus
darkred	sienna3		MF	Dentate Gyrus
darkmagenta	greenyellow	0.579	MF	Dentate Gyrus
darkmagenta	brown	0.571	MF	Dentate Gyrus
darkmagenta	grey	0.57	MF	Dentate Gyrus
darkmagenta	blue	0.608	MF	Dentate Gyrus
darkmagenta	darkgreen	0.485	MF	Dentate Gyrus
darkmagenta	lightcyan	0.488	MF	Dentate Gyrus
darkmagenta	turquoise	0.512	MF	Dentate Gyrus
darkmagenta	pink	0.535	MF	Dentate Gyrus
darkmagenta	violet		MF	Dentate Gyrus
darkmagenta	magenta	0.592	MF	Dentate Gyrus
darkmagenta	salmon	1	MF	Dentate Gyrus
darkmagenta	royalblue	0.582	MF	Dentate Gyrus
darkmagenta	darkorange	1	MF	Dentate Gyrus
darkmagenta	saddlebrown		MF	Dentate Gyrus
darkmagenta	darkturquoise		MF	Dentate Gyrus
darkmagenta	yellow	0.535	MF	Dentate Gyrus
darkmagenta	darkgrey	1	MF	Dentate Gyrus
darkmagenta	black	1	MF	Dentate Gyrus
darkmagenta	green	0.545	MF	Dentate Gyrus
darkmagenta	plum1		MF	Dentate Gyrus
darkmagenta	tan	0.657	MF	Dentate Gyrus
darkmagenta	white	1	MF	Dentate Gyrus
darkmagenta	red	0.556	MF	Dentate Gyrus
darkmagenta	purple	0.495	MF	Dentate Gyrus
darkmagenta	skyblue		MF	Dentate Gyrus
darkmagenta	lightyellow	1	MF	Dentate Gyrus
darkmagenta	midnightblue	0.581	MF	Dentate Gyrus
darkmagenta	paleturquoise	0.578	MF	Dentate Gyrus
darkmagenta	cyan	0.589	MF	Dentate Gyrus
darkmagenta	orange		MF	Dentate Gyrus
darkmagenta	lightgreen	0.592	MF	Dentate Gyrus
darkmagenta	darkred	1	MF	Dentate Gyrus
darkmagenta	yellowgreen	0.538	MF	Dentate Gyrus
darkmagenta	sienna3		MF	Dentate Gyrus
yellowgreen	greenyellow	0.505	MF	Dentate Gyrus
yellowgreen	brown	0.484	MF	Dentate Gyrus
yellowgreen	grey	0.447	MF	Dentate Gyrus
yellowgreen	blue	0.561	MF	Dentate Gyrus
yellowgreen	darkgreen	0.372	MF	Dentate Gyrus
yellowgreen	lightcyan	0.407	MF	Dentate Gyrus
yellowgreen	turquoise	0.397	MF	Dentate Gyrus
yellowgreen	pink	0.466	MF	Dentate Gyrus
yellowgreen	violet		MF	Dentate Gyrus
yellowgreen	magenta	0.474	MF	Dentate Gyrus
yellowgreen	salmon	1	MF	Dentate Gyrus
yellowgreen	royalblue	0.406	MF	Dentate Gyrus
yellowgreen	darkorange	1	MF	Dentate Gyrus
yellowgreen	saddlebrown		MF	Dentate Gyrus
yellowgreen	darkturquoise		MF	Dentate Gyrus
yellowgreen	yellow	0.466	MF	Dentate Gyrus
yellowgreen	darkgrey	1	MF	Dentate Gyrus
yellowgreen	black	1	MF	Dentate Gyrus
yellowgreen	green	0.493	MF	Dentate Gyrus
yellowgreen	plum1		MF	Dentate Gyrus
yellowgreen	tan	0.522	MF	Dentate Gyrus
yellowgreen	white	1	MF	Dentate Gyrus
yellowgreen	red	0.494	MF	Dentate Gyrus
yellowgreen	purple	0.522	MF	Dentate Gyrus
yellowgreen	skyblue		MF	Dentate Gyrus
yellowgreen	lightyellow	1	MF	Dentate Gyrus
yellowgreen	midnightblue	0.613	MF	Dentate Gyrus
yellowgreen	paleturquoise	0.451	MF	Dentate Gyrus
yellowgreen	cyan	0.558	MF	Dentate Gyrus
yellowgreen	orange		MF	Dentate Gyrus
yellowgreen	lightgreen	0.498	MF	Dentate Gyrus
yellowgreen	darkred	1	MF	Dentate Gyrus
yellowgreen	darkmagenta	0.538	MF	Dentate Gyrus
yellowgreen	sienna3		MF	Dentate Gyrus
sienna3	greenyellow		MF	Dentate Gyrus
sienna3	brown		MF	Dentate Gyrus
sienna3	grey		MF	Dentate Gyrus
sienna3	blue		MF	Dentate Gyrus
