"","id","description","genome_fraction","observed_region_hits","fold_enrichment","p_value","p_adjust","mean_tss_dist","observed_gene_hits","gene_set_size","fold_enrichment_hyper","p_value_hyper","p_adjust_hyper"
"1130","GO:0031348","negative regulation of defense response",0.0200557623559873,13,1.31213109761585,0.197781499825351,0.744981070976911,209438,11,230,1.17632915086081,0.334134585381592,0.542210503192229
"1131","GO:0044270","cellular nitrogen compound catabolic process",0.0346143842985689,21,1.22810566528689,0.197840303868382,0.744981070976911,97836,21,438,1.17925898685299,0.24837098299834,0.479813719939209
"1132","GO:0071677","positive regulation of mononuclear cell migration",0.00624010198659029,5,1.62200193388331,0.198307146956403,0.745373846695364,35821,4,71,1.38568862841478,0.326758450356793,0.538994869503975
"1139","GO:0019439","aromatic compound catabolic process",0.0365046367470841,22,1.21996592553473,0.199336675315131,0.746781335962252,108515,22,450,1.20246979865772,0.215047167862986,0.451775430626781
"1140","GO:0042698","ovulation cycle",0.0112944571663299,8,1.43383004117125,0.19940805128564,0.746781335962252,109462,6,72,2.0496644295302,0.0722409168364511,0.320752181869259
"1145","GO:0044070","regulation of anion transport",0.00959945243118709,7,1.47613008006517,0.200326216818499,0.748855821416062,40622,7,89,1.93451474247794,0.0701925538259831,0.319990888395169
"1150","GO:0050672","negative regulation of lymphocyte proliferation",0.00792925985865665,6,1.53176326723538,0.201382618966669,0.751438592732253,109057,4,82,1.19980356850548,0.428794309167081,0.618397061277519
"1152","GO:0051282","regulation of sequestering of calcium ion",0.0130689481837476,9,1.39403900188676,0.202033861654749,0.752502933989427,88626,9,120,1.84469798657718,0.0559619029155045,0.297306647013636
"1160","GO:0120034","positive regulation of plasma membrane bounded cell projection assembly",0.0130907817694267,9,1.39171394059373,0.203307116683606,0.755876007055141,347703,6,106,1.39222489552995,0.262146775887616,0.488714627014188
"1162","GO:0010833","telomere maintenance via telomere lengthening",0.00630345316161397,5,1.60570043599515,0.203736960543449,0.756106842738864,91924,5,78,1.57666494579246,0.210853900298181,0.446923318570164
"1176","GO:0016051","carbohydrate biosynthetic process",0.0202273991330843,13,1.30099719200387,0.205765832145681,0.762035160565292,56139,13,199,1.60677211561162,0.0631518733709252,0.310472825097966
"1179","GO:0006368","transcription elongation by RNA polymerase II promoter",0.00633561272252764,5,1.59754990293038,0.206512299286193,0.762035160565292,111366,5,107,1.14934453992348,0.440833779736149,0.625503278907883
"1180","GO:0032945","negative regulation of mononuclear cell proliferation",0.00799715327280399,6,1.51875906007184,0.206543968009784,0.762035160565292,109057,4,83,1.18534810382469,0.437930389379552,0.623233985987086
"1183","GO:0018105","peptidyl-serine phosphorylation",0.0330268118630698,20,1.2258473547907,0.207067007453645,0.762035160565292,216699,16,296,1.32951206239797,0.15177828938054,0.405535503861782
"1185","GO:0050435","amyloid-beta metabolic process",0.00634734200294842,5,1.59459778363558,0.207527636723077,0.762035160565292,285669,4,52,1.89199793495096,0.160228985846397,0.412303873467074
"1186","GO:0051899","membrane depolarization",0.00970481133653434,7,1.46010468358988,0.207558214939963,0.762035160565292,41348,7,79,2.17939002633591,0.0414629117238126,0.272357017585171
"1192","GO:0051208","sequestering of calcium ion",0.0131775889657013,9,1.38254604307365,0.208402152870924,0.762281534214951,88626,9,124,1.7851915999134,0.0660747339023456,0.313017633417564
"1194","GO:0035303","regulation of dephosphorylation",0.0131787618937434,9,1.38242299456299,0.208471351148519,0.762281534214951,151453,9,126,1.7568552253116,0.0715359513060758,0.320752181869259
"1197","GO:0032640","tumor necrosis factor production",0.0149544595794779,10,1.35363734624932,0.209502059321336,0.762281534214951,183842,10,159,1.54691655058883,0.114169759786721,0.381842861578972
"1198","GO:0032680","regulation of tumor necrosis factor production",0.0149544595794779,10,1.35363734624932,0.209502059321336,0.762281534214951,183842,10,159,1.54691655058883,0.114169759786721,0.381842861578972
"1201","GO:0051924","regulation of calcium ion transport",0.0257533395918858,16,1.25764908477408,0.209829031881541,0.762281534214951,105049,16,249,1.58046413843293,0.0482840005424223,0.283555805164974
"1202","GO:0090630","activation of GTPase activity",0.01320209528905,9,1.37997969889614,0.209849877609758,0.762281534214951,131654,8,118,1.66752360368559,0.108008153662306,0.373858748845717
"1205","GO:0044092","negative regulation of molecular function",0.101513123177149,56,1.11670610004596,0.210474904228039,0.762608486228333,221938,46,1049,1.07856507635908,0.316989504228223,0.531099506856462
"1206","GO:0032879","regulation of localization",0.201159279774467,107,1.07675465196656,0.21069913984416,0.762608486228333,152274,103,1992,1.27177973639525,0.00599934255466716,0.141777566579261
"1209","GO:0042130","negative regulation of T cell proliferation",0.0063879174041937,5,1.58446906079809,0.21105264040074,0.762608486228333,113081,3,67,1.10131223079235,0.516212932771321,0.677735497942424
"1219","GO:0007606","sensory perception of chemical stimulus",0.0167755832844355,11,1.32735810732688,0.212057333800184,0.764042771670415,100793,11,487,0.555555861802847,0.989982335495902,0.993456155520258
"1221","GO:0050000","chromosome localization",0.00807076257971438,6,1.50490723372067,0.212192812560217,0.764042771670415,329446,4,88,1.11799877974375,0.482899178153712,0.656640681404782
"1223","GO:0022408","negative regulation of cell-cell adhesion",0.0203766011671359,13,1.29147099939941,0.212821628238879,0.764967251152333,167193,10,187,1.31529268205147,0.231177641592899,0.466863512329668
"1226","GO:0007596","blood coagulation",0.0203976268002168,13,1.29013976632833,0.213824353694554,0.766298041758679,129116,11,216,1.25257270693512,0.264648473435408,0.488874448682119
"1229","GO:0048584","positive regulation of response to stimulus",0.205336973007775,109,1.07456426403538,0.214493856405227,0.766298041758679,149805,95,2051,1.13925765463892,0.0952784549676313,0.359451275994891
"1230","GO:0044262","cellular carbohydrate metabolic process",0.0277016514342859,17,1.24227090024657,0.214726435197587,0.766298041758679,87325,16,276,1.42585351619492,0.0987175033274592,0.364386331851447
"1234","GO:0003006","developmental process involved in reproduction",0.0920969794812931,51,1.12097993851939,0.215610124401955,0.766298041758679,194472,45,895,1.23666904128079,0.0826681233432232,0.345190247612063
"1237","GO:0006805","xenobiotic metabolic process",0.00812857091693204,6,1.49420471470013,0.216666527940684,0.766298041758679,219688,6,116,1.27220550798426,0.333136706280736,0.542210503192229
"1239","GO:0060828","regulation of canonical Wnt signaling pathway",0.035144937782139,21,1.20956598987334,0.216810499831265,0.766298041758679,189315,15,236,1.56330337845524,0.0588716290938535,0.302600173542407
"1242","GO:0032231","regulation of actin filament bundle assembly",0.0115717728371853,8,1.39946853534543,0.217014001837917,0.766298041758679,212758,7,99,1.73910921293472,0.108375396066171,0.373858748845717
"1243","GO:0072384","organelle transport along microtubule",0.00813757158869075,6,1.49255202924837,0.217365976838992,0.766298041758679,359088,4,84,1.1712368168744,0.44702402220438,0.629939266382595
"1244","GO:0043268","positive regulation of potassium ion transport",0.0064642194026996,5,1.56576639178608,0.217733098561678,0.766298041758679,110992,5,46,2.67347534286548,0.0380440912858816,0.263073298119498
"1247","GO:0060491","regulation of cell projection assembly",0.0223018723927416,14,1.27074895204241,0.218207150205194,0.766298041758679,239364,11,190,1.4239773931473,0.152273058843043,0.405535503861782
"1250","GO:0060341","regulation of cellular localization",0.0903038231988247,50,1.12082269956542,0.218708431433456,0.766298041758679,135177,49,906,1.33024578870172,0.025596591169736,0.221387820608254
"1254","GO:0002064","epithelial cell development",0.0278150125895014,17,1.23720797734156,0.219391787406506,0.766298041758679,131936,15,200,1.84469798657718,0.0168386808660977,0.203005052144777
"1257","GO:0001906","cell killing",0.00987828206081746,7,1.43446404937513,0.219675042303231,0.766298041758679,120350,8,180,1.09315436241611,0.44977129922469,0.631780772203719
"1258","GO:0034660","ncRNA metabolic process",0.042700468228158,25,1.18516937985286,0.219813973151483,0.766298041758679,160430,25,593,1.03692972826148,0.455158161895732,0.635055064643547
"1259","GO:0048704","embryonic skeletal system morphogenesis",0.0133693795707184,9,1.36271271119296,0.219839410865204,0.766298041758679,269322,9,93,2.3802554665512,0.0133010308220116,0.18859944393142
"1260","GO:0071706","tumor necrosis factor superfamily cytokine production",0.0151426907669196,10,1.33681095991072,0.220035980462889,0.766298041758679,183842,10,164,1.49975446063185,0.132052385612105,0.397072337802508
"1261","GO:1903555","regulation of tumor necrosis factor superfamily cytokine production",0.0151426907669196,10,1.33681095991072,0.220035980462889,0.766298041758679,183842,10,164,1.49975446063185,0.132052385612105,0.397072337802508
"1263","GO:0051310","metaphase plate congression",0.0064946665539756,5,1.55842604170076,0.2204171118431,0.766298041758679,350605,3,70,1.05411313518696,0.54594175520785,0.697867346863237
"1264","GO:0009135","purine nucleoside diphosphate metabolic process",0.00817965042755012,6,1.48487384582424,0.220646128755417,0.766298041758679,144523,6,98,1.50587590740994,0.208651281875903,0.446923318570164
"1265","GO:0009179","purine ribonucleoside diphosphate metabolic process",0.00817965042755012,6,1.48487384582424,0.220646128755417,0.766298041758679,144523,6,98,1.50587590740994,0.208651281875903,0.446923318570164
"1267","GO:0070373","negative regulation of ERK1 and ERK2 cascade",0.00990268099576513,7,1.43092971407337,0.221399384472554,0.766706317649376,220712,7,65,2.64879710893134,0.0160994412676565,0.201158255881859
"1273","GO:0010942","positive regulation of cell death",0.0560014606157636,32,1.15670782909881,0.222603787043727,0.766706317649376,135552,29,550,1.29687858450275,0.0926607536449325,0.355779868974683
"1277","GO:1905037","autophagosome organization",0.00820955918562648,6,1.47946420912823,0.222987645317121,0.766706317649376,135053,5,112,1.09803451581975,0.480503858238748,0.656422546537453
"1278","GO:0033044","regulation of chromosome organization",0.0224053802993661,14,1.2648783726497,0.223003504640027,0.766706317649376,143723,11,245,1.10430899876729,0.411887705874943,0.604886516627774
"1279","GO:0032504","multicellular organism reproduction",0.0827909390087569,46,1.12472946945358,0.223238577174268,0.766706317649376,196366,40,856,1.14934453992348,0.200293731658809,0.444712648261891
"1281","GO:0090150","establishment of protein localization to membrane",0.0187911601737176,12,1.29270879238654,0.22357827768631,0.766706317649376,130240,11,250,1.08222281879195,0.438021940540535,0.623233985987086
"1282","GO:0022607","cellular component assembly",0.261377143151317,137,1.06102596378185,0.223886205000463,0.766706317649376,165699,125,2802,1.09725076527313,0.136218384553211,0.397864454412626
"1283","GO:0048041","focal adhesion assembly",0.00993799327696512,7,1.42584524771959,0.223903498350946,0.766706317649376,120532,6,83,1.77802215573704,0.121535940549002,0.390612536854745
"1284","GO:0007599","hemostasis",0.0206111033318615,13,1.27677732967377,0.224119891491865,0.766706317649376,129116,11,221,1.22423395790944,0.288949451705427,0.509066043450177
"1287","GO:0009410","response to xenobiotic stimulus",0.0428625590471223,25,1.18068749450438,0.225263415929498,0.767338770575834,151592,25,410,1.49975446063185,0.0291931815112293,0.233545452089834
"1288","GO:0042594","response to starvation",0.0188256365668233,12,1.29034138577379,0.225339534135011,0.767338770575834,100864,11,203,1.33278672265018,0.205115669182748,0.446923318570164
"1289","GO:0051453","regulation of intracellular pH",0.00655116627645531,5,1.54498558924611,0.225424424818971,0.767338770575834,274769,5,79,1.55670716166851,0.218206816724559,0.4557536412949
"1295","GO:0007605","sensory perception of sound",0.0206557573155531,13,1.27401716972484,0.226299351729439,0.768599572308911,233687,11,153,1.76833793920253,0.0479866397513916,0.283555805164974
"1298","GO:0002526","acute inflammatory response",0.0099750571500572,7,1.42054729839304,0.226542480943191,0.768599572308911,207347,4,110,0.894399023794997,0.65896007925046,0.765467115966078
"1319","GO:0051960","regulation of nervous system development",0.0677543465308374,38,1.13532313219295,0.231515709099404,0.784017395395801,216596,32,430,1.83039800218511,0.000772051094644066,0.0626065513488138
"1320","GO:0009755","hormone-mediated signaling pathway",0.0207686754936145,13,1.26709040650066,0.231849502140393,0.784017395395801,93616,12,186,1.5868369777008,0.0776011878241947,0.333085683019925
"1333","GO:0030516","regulation of axon extension",0.0136063821437539,9,1.33897631929622,0.234298271954563,0.790997121738231,196814,8,87,2.26169868086091,0.0250668569027692,0.221387820608254
"1339","GO:0007165","signal transduction",0.478719398194008,245,1.03599607384837,0.235174461458038,0.792653594684796,185608,237,5567,1.04710717398669,0.203817974928271,0.446923318570164
"1342","GO:0051090","regulation of DNA-binding transcription factor activity",0.0450636374267881,26,1.16793898479401,0.23597325594025,0.794044213114819,160568,24,405,1.45753914988814,0.0424658632464728,0.274559166147007
"1344","GO:0044085","cellular component biogenesis",0.274156330944846,143,1.05587087196889,0.236858383862151,0.795720322255855,163306,133,3051,1.07219417552612,0.197134397711772,0.440552523581961
"1346","GO:0009132","nucleoside diphosphate metabolic process",0.0101266496644271,7,1.39928218664525,0.237445909417717,0.796392805485851,142098,7,125,1.3773744966443,0.246546160247937,0.479563770548494
"1350","GO:0048675","axon extension",0.019084460027585,12,1.27284177496231,0.238739128875415,0.799123529373165,189747,11,113,2.3942982716636,0.00629429749394006,0.14506978989882
"1353","GO:0032880","regulation of protein localization",0.0814952852526569,45,1.11777162478166,0.23905827077453,0.799123529373165,138217,45,796,1.39047586927928,0.0161435370722309,0.201158255881859
"1354","GO:0006497","protein lipidation",0.00670860928188817,5,1.50872663238927,0.239551116219912,0.799123529373165,53157,5,90,1.36644295302013,0.303314831282683,0.523612881286502
"1356","GO:0030641","regulation of cellular pH",0.00671152255506413,5,1.50807173883987,0.239814794563834,0.799123529373165,274769,5,84,1.464046021093,0.256057732882989,0.483873804050942
"1359","GO:0007631","feeding behavior",0.0137035577627055,9,1.32948127758207,0.240324766027391,0.7995270533209,124005,6,103,1.43277513520558,0.241648437890468,0.475434629954834
"1362","GO:0051640","organelle localization",0.0547181873636648,31,1.14684055632511,0.241342972407446,0.801617368771743,210377,26,549,1.16483661568929,0.237618330714462,0.472479001884849
"1368","GO:0050817","coagulation",0.0209862730551478,13,1.25395249573526,0.242697347073233,0.804224582414171,129116,11,220,1.22979865771812,0.284037094781156,0.502997645882908
"1371","GO:0150115","cell-substrate junction organization",0.0119647294899856,8,1.35350590227386,0.242910245952918,0.804224582414171,207110,7,99,1.73910921293472,0.108375396066171,0.373858748845717
"1379","GO:0009311","oligosaccharide metabolic process",0.0067704127578622,5,1.49495427411348,0.245161745377234,0.809108282520757,403300,5,62,1.983546222126,0.107068096425775,0.373858748845717
"1383","GO:1901361","organic cyclic compound catabolic process",0.0377917270038012,22,1.17841698398663,0.245640217291365,0.809108282520757,108515,22,477,1.13440547043181,0.301359252336427,0.522947791801095
"1384","GO:0002703","regulation of leukocyte mediated immunity",0.0173965719508008,11,1.27997668395283,0.245696174123746,0.809108282520757,206519,12,230,1.28326816457543,0.227590840580786,0.463363247821637
"1387","GO:0015031","protein transport",0.136285007803338,73,1.08429593052133,0.245968492255272,0.809108282520757,149648,71,1487,1.17438742028227,0.0866513660421477,0.34864032990735
"1389","GO:0032956","regulation of actin cytoskeleton organization",0.0359300841313893,21,1.18313448145678,0.246353008199413,0.809108282520757,205323,18,344,1.28699859528641,0.165260284413913,0.415984061587827
"1395","GO:0007600","sensory perception",0.0683223604264263,38,1.12588435825358,0.247376159561508,0.810034080472031,155898,37,933,0.975403008265176,0.587685061578279,0.720501184618332
"1397","GO:0010035","response to inorganic substance",0.0511021122485083,29,1.14876765085203,0.247513449482524,0.810034080472031,88628,28,531,1.29696280286657,0.0970308648721617,0.359451275994891
"1398","GO:0016192","vesicle-mediated transport",0.136374379986083,73,1.08358534328301,0.247816846603554,0.810034080472031,151287,69,1481,1.14592987687441,0.128629518217069,0.396495186588146
"1400","GO:0045814","negative regulation of gene expression, epigenetic",0.0068041882239721,5,1.48753343627668,0.248242523459279,0.810137505130599,196941,5,85,1.44682195025661,0.263815738386671,0.488874448682119
"1406","GO:0048546","digestive tract morphogenesis",0.010295740320584,7,1.37630127068183,0.249804876491271,0.813944256840022,118674,6,49,3.01175181481989,0.0139860198814542,0.195795043162111
"1408","GO:0061157","mRNA destabilization",0.00855400530506392,6,1.41989028001468,0.250512901910095,0.814190465574049,127682,5,94,1.30829644438098,0.335519923800903,0.543837132300024
"1409","GO:0050728","negative regulation of inflammatory response",0.0156711088176238,10,1.29173469569631,0.250672453651932,0.814190465574049,278713,8,147,1.33855636214217,0.24924345089482,0.479816980374298
"1412","GO:0051656","establishment of organelle localization",0.0417412275037417,24,1.16390913389076,0.252088208164026,0.815536641311973,228110,20,419,1.17403213147315,0.261251557172315,0.488714627014188
"1413","GO:0018209","peptidyl-serine modification",0.0360975226024848,21,1.17764650847711,0.252863874900356,0.815536641311973,212006,17,314,1.33162911982217,0.141662056238165,0.399194264658573
"1414","GO:0032456","endocytic recycling",0.00685499636119845,5,1.47650807623609,0.25289557699979,0.815536641311973,147776,4,80,1.22979865771812,0.41041104788281,0.603480359576167
"1415","GO:1901888","regulation of cell junction assembly",0.0360987376151705,21,1.17760687120607,0.25291137715396,0.815536641311973,203739,17,189,2.21233620965165,0.00186906784409546,0.0775190939391265
"1420","GO:0048284","organelle fusion",0.0139121524756882,9,1.30954742723089,0.253441388856184,0.815536641311973,188874,7,150,1.14781208053691,0.409871155239674,0.603480359576167
"1422","GO:0003018","vascular process in circulatory system",0.0323603289713348,19,1.18853978572369,0.253718991778677,0.815536641311973,148951,18,259,1.70937265165453,0.019274030746172,0.208565301126998
"1424","GO:0000226","microtubule cytoskeleton organization",0.0589445213750521,33,1.1332964943112,0.253863545933688,0.815536641311973,183993,27,619,1.07284535568301,0.380851905160705,0.580453311349451
"1428","GO:0021954","central nervous system neuron development",0.015736985796863,10,1.28632733364938,0.254593150716727,0.816491917697189,307360,9,81,2.73288590604027,0.00552984907655119,0.140222778774702
"1432","GO:0000075","cell cycle checkpoint signaling",0.0139359876215306,9,1.30730766821537,0.254955161070815,0.816491917697189,167873,6,183,0.806425349323358,0.758963793999242,0.819896155378348
"1437","GO:0071897","DNA biosynthetic process",0.0157586985705909,10,1.28455499602833,0.255889970046804,0.81758547627957,141417,11,184,1.47041143857601,0.130543326322777,0.397072337802508
"1438","GO:0006576","cellular biogenic amine metabolic process",0.0103854785671686,7,1.36440900572704,0.25644261596483,0.81758547627957,178158,7,88,1.95649786455156,0.0668944384500157,0.314184461746857
"1445","GO:0010611","regulation of cardiac muscle hypertrophy",0.00864804670646047,6,1.40444997582874,0.258191039726266,0.81758547627957,138870,6,53,2.7844497910599,0.0200506195272281,0.21136943316596
"1446","GO:0051896","regulation of protein kinase B signaling",0.0176219163519514,11,1.26360868097453,0.258363444448887,0.81758547627957,186246,8,161,1.22216015673851,0.332201221464859,0.541979390481689
"1450","GO:0051052","regulation of DNA metabolic process",0.0457425051761082,26,1.15060551984937,0.259421162271172,0.81758547627957,114747,24,511,1.15519247691722,0.261344907122837,0.488714627014188
"1451","GO:0009894","regulation of catabolic process",0.08228770861727,45,1.10700758277997,0.259769633085968,0.81758547627957,166653,41,926,1.08902256946961,0.306857207294283,0.526187171140154
"1452","GO:0032623","interleukin-2 production",0.00866843345111512,6,1.40114693806547,0.259863899076982,0.81758547627957,166495,6,59,2.50128540552838,0.0321459472930379,0.243337117216719
"1453","GO:0032663","regulation of interleukin-2 production",0.00866843345111512,6,1.40114693806547,0.259863899076982,0.81758547627957,166495,6,59,2.50128540552838,0.0321459472930379,0.243337117216719
"1455","GO:0030217","T cell differentiation",0.0325224495397885,19,1.18261505531691,0.260457387552212,0.81758547627957,226152,16,289,1.36171477671211,0.131691615009049,0.397072337802508
"1458","GO:0033108","mitochondrial respiratory chain complex assembly",0.00693845420031739,5,1.45874818766052,0.260585161569955,0.81758547627957,209287,4,90,1.09315436241611,0.500489062754461,0.666454347812935
"1459","GO:0120162","positive regulation of cold-induced thermogenesis",0.0122251626883665,8,1.32467210429979,0.260615744459913,0.81758547627957,190783,8,97,2.02853386840102,0.043818062257129,0.277370173518724
"1460","GO:0001659","temperature homeostasis",0.0231904907315498,14,1.22205611341826,0.260761987248176,0.81758547627957,147015,13,176,1.81674801708359,0.0277922963967661,0.225014630980753
"1462","GO:0050432","catecholamine secretion",0.00868060280630083,6,1.39918266724959,0.260863848462742,0.81758547627957,105835,6,57,2.58904980572236,0.0276914264984786,0.225014630980753
"1463","GO:0050433","regulation of catecholamine secretion",0.00868060280630083,6,1.39918266724959,0.260863848462742,0.81758547627957,105835,6,57,2.58904980572236,0.0276914264984786,0.225014630980753
"1468","GO:0002702","positive regulation of production of molecular mediator of immune response",0.0104512692003287,7,1.35582006493377,0.261341678845012,0.817836364848318,239881,7,130,1.32439855446567,0.277885558730042,0.499915163778898
"1471","GO:0051641","cellular localization",0.283730289151955,147,1.04878069624446,0.262147664871413,0.819111852546542,161399,143,3171,1.10918453518569,0.0909288630354093,0.354743344214044
"1478","GO:0048513","animal organ development",0.361870365306628,186,1.04047817871033,0.263295727169441,0.820496700064196,215729,181,3417,1.3028595671465,5.39273758500824e-05,0.0222056344765804
"1481","GO:0048066","developmental pigmentation",0.00871652894282009,6,1.3934157813884,0.263821792714398,0.820496700064196,122798,5,46,2.67347534286548,0.0380440912858816,0.263073298119498
"1482","GO:0061014","positive regulation of mRNA catabolic process",0.00871790866609383,6,1.39319525508361,0.263935564966688,0.820496700064196,127682,5,98,1.25489658950829,0.367991150643834,0.57023955311385
"1484","GO:0071383","cellular response to steroid hormone stimulus",0.0232595157146929,14,1.21842953736813,0.264189370207588,0.820496700064196,160963,13,202,1.58290916339956,0.0693101171282658,0.317517366558997
"1490","GO:0046854","phosphatidylinositol phosphate biosynthetic process",0.0069816457426426,5,1.44972372746709,0.264586241314476,0.820496700064196,185670,5,64,1.92156040268456,0.118356143412759,0.383817398827496
"1494","GO:0032760","positive regulation of tumor necrosis factor production",0.0105097011884292,7,1.3482819570009,0.265715024182292,0.822756159215049,201442,7,98,1.7568552253116,0.104137740687124,0.367586335891023
"1496","GO:0048813","dendrite morphogenesis",0.0214493100723701,13,1.22688279412693,0.266404890842868,0.823159762152481,238833,11,130,2.08119772844605,0.0170263733596285,0.203005052144777
"1500","GO:1901216","positive regulation of neuron death",0.0105221063627387,7,1.34669238243109,0.26664610972449,0.823159762152481,252508,5,85,1.44682195025661,0.263815738386671,0.488874448682119
"1504","GO:0072655","establishment of protein localization to mitochondrion",0.00875795184171656,6,1.38682527688731,0.267243036703079,0.823765642371111,260086,6,118,1.25064270276419,0.347653700965401,0.55237713229124
"1505","GO:0007059","chromosome segregation",0.0308131447329765,18,1.18252282522034,0.267747079942143,0.824040288959617,252906,15,359,1.0276869006001,0.494340490625999,0.664724688506903
"1506","GO:0030901","midbrain development",0.0105440466112215,7,1.34389015985092,0.268295065800904,0.824040288959617,247541,4,87,1.13084934043046,0.474012394265668,0.650146419353044
"1511","GO:0050779","RNA destabilization",0.00877794748942429,6,1.38366617053559,0.268898552812782,0.824040288959617,127682,5,98,1.25489658950829,0.367991150643834,0.57023955311385
"1512","GO:0050794","regulation of cellular process",0.739762282249238,372,1.01794381156791,0.268935327768435,0.824040288959617,171493,431,10310,1.02821187483319,0.196663033977171,0.440456642545822
"1524","GO:0060291","long-term synaptic potentiation",0.0123803951616124,8,1.3080626080514,0.271351021330021,0.829444709085124,220730,5,86,1.42999843920712,0.271626550624088,0.493342922334916
"1527","GO:0050954","sensory perception of mechanical stimulus",0.0234111448717267,14,1.21053802054277,0.271774124301617,0.829444709085124,244760,12,174,1.69627401064568,0.0521154173566709,0.287084913471856
"1535","GO:1901990","regulation of mitotic cell cycle phase transition",0.0309131494558168,18,1.17869733770224,0.272109267988237,0.829444709085124,130090,15,317,1.16384731014333,0.310101316916938,0.526266587397082
"1536","GO:0006906","vesicle fusion",0.0105973518915699,7,1.33713031621627,0.272312830074153,0.829444709085124,232496,5,117,1.05110996386164,0.519175516680251,0.679888447321399
"1541","GO:0007155","cell adhesion",0.184983024625675,97,1.06148267226673,0.273946822352903,0.831600540377498,183819,84,1455,1.41997370788072,0.000659586228174525,0.0626065513488138
"1544","GO:0050868","negative regulation of T cell activation",0.0124221946455097,8,1.30366110385008,0.274263154790296,0.831600540377498,195018,6,122,1.20963802398504,0.376828557494061,0.57617029200561
"1545","GO:0071466","cellular response to xenobiotic stimulus",0.0142369936815662,9,1.27966787717063,0.274317450590939,0.831600540377498,163418,9,180,1.22979865771812,0.310797522091414,0.526266587397082
"1547","GO:0005975","carbohydrate metabolic process",0.0519156149404029,29,1.13076679354922,0.274638505309495,0.831600540377498,166712,28,560,1.22979865771812,0.151939460378616,0.405535503861782
"1552","GO:0002690","positive regulation of leukocyte chemotaxis",0.00886048454556433,6,1.37077706364654,0.275758774334029,0.833571122270719,131405,4,95,1.03561992228894,0.54325860138226,0.697215783047395
"1553","GO:0010827","regulation of glucose transmembrane transport",0.00710512934304897,5,1.42452825292765,0.276100162580914,0.833571122270719,243150,5,72,1.70805369127517,0.168606162155354,0.415984061587827
"1560","GO:0001678","cellular glucose homeostasis",0.0161096289903365,10,1.25657238859442,0.277146692487766,0.834956930678141,191444,9,140,1.58116970278044,0.117375821263575,0.381842861578972
"1562","GO:0070664","negative regulation of leukocyte proliferation",0.00887981409494691,6,1.36779316075613,0.277371392827418,0.834956930678141,109057,4,91,1.08114167711483,0.509186138272436,0.674975306439799
"1565","GO:0014743","regulation of muscle hypertrophy",0.00888641739321287,6,1.36677678421123,0.277922797526687,0.835036845803917,138870,6,56,2.6352828379674,0.0256255865391389,0.221387820608254
"1568","GO:1903557","positive regulation of tumor necrosis factor superfamily cytokine production",0.0106752186406621,7,1.32737707421336,0.278210233159379,0.835036845803917,201442,7,102,1.68795894196605,0.121628976222355,0.390612536854745
"1573","GO:0090174","organelle membrane fusion",0.0106940090712477,7,1.32504474153926,0.279638245373901,0.837176183072823,232496,5,119,1.03344425018329,0.534301430632623,0.689161694718113
"1575","GO:0001706","endoderm formation",0.00891433801467599,6,1.36249589906264,0.28025710564384,0.837176183072823,297649,4,57,1.72603320381491,0.201017441806962,0.444878213514653
"1577","GO:0051101","regulation of DNA binding",0.0143309186245954,9,1.27128092476317,0.28044643655068,0.837176183072823,196876,9,117,1.89199793495096,0.049075219027609,0.283556673365384
"1580","GO:0051303","establishment of chromosome localization",0.00715257651356273,5,1.41507853438355,0.280551746175669,0.837176183072823,350605,3,81,0.910961968680089,0.645186552340392,0.759051871222139
"1588","GO:0007044","cell-substrate junction assembly",0.0107408275116975,7,1.3192689734937,0.283204278694328,0.843866662312375,120532,6,93,1.5868369777008,0.17741800442821,0.42514151177669
"1595","GO:0060041","retina development in camera-type eye",0.023660040347375,14,1.19780357749069,0.284382467697976,0.846151018215685,354599,12,155,1.90420437324096,0.0245253292004779,0.220698126456832
"1599","GO:0090304","nucleic acid metabolic process",0.381414738655041,195,1.03492812967113,0.28579442824697,0.849123330167298,174129,205,4700,1.0728030843924,0.125712538126146,0.393335318140289
"1601","GO:0090068","positive regulation of cell cycle process",0.0237081322110935,14,1.19537383710046,0.286840232128423,0.851000746401209,184012,10,242,1.01636252703977,0.524677692756967,0.683389943643949
"1608","GO:0010212","response to ionizing radiation",0.0126212909269831,8,1.28309632330745,0.288249892609423,0.853950690497079,242491,8,140,1.40548418024928,0.210566860748347,0.446923318570164
"1618","GO:0034655","nucleobase-containing compound catabolic process",0.0313084878817679,18,1.16381369490481,0.289599156406536,0.856713475642932,99922,17,392,1.06666210108204,0.427582182663683,0.617351803059363
"1625","GO:0071478","cellular response to radiation",0.0144905576502691,9,1.25727552531031,0.290950196199229,0.859473568082779,176199,9,175,1.26493576222435,0.28294222046689,0.502158282515143
"1627","GO:0014065","phosphatidylinositol 3-kinase signaling",0.0200546238938172,12,1.21126669362259,0.2914382519866,0.8596801235071,241207,9,140,1.58116970278044,0.117375821263575,0.381842861578972
"1631","GO:0032526","response to retinoic acid",0.0145128280455252,9,1.25534619611226,0.292423764340505,0.860007096686212,315581,5,107,1.14934453992348,0.440833779736149,0.625503278907883
"1632","GO:0051952","regulation of amine transport",0.0126839375470245,8,1.27675904456063,0.292688133427307,0.860007096686212,86375,8,96,2.0496644295302,0.04161883806567,0.272510608480948
