"","id","description","genome_fraction","observed_region_hits","fold_enrichment","p_value","p_adjust","mean_tss_dist","observed_gene_hits","gene_set_size","fold_enrichment_hyper","p_value_hyper","p_adjust_hyper"
"1075","GO:0008016","regulation of heart contraction",0.0287727306479751,10,1.33673577708361,0.218860205148436,0.895207704580598,108280,10,195,2.26978818283166,0.0134384494568666,0.254463542941312
"1077","GO:0032386","regulation of intracellular transport",0.0287765498293852,10,1.33655836747543,0.218974212907292,0.895207704580598,133374,9,321,1.24095895977245,0.302273667778904,0.619386989019478
"1079","GO:1901988","negative regulation of cell cycle phase transition",0.0220930135623402,8,1.39271316167026,0.21976076912357,0.895207704580598,176796,7,246,1.25945563803464,0.321778600472972,0.635973193527389
"1083","GO:0007034","vacuolar transport",0.0123518788247626,5,1.55691045091991,0.220555981939056,0.895207704580598,148972,5,156,1.41861761426979,0.277746337458753,0.606200352210838
"1095","GO:0006605","protein targeting",0.0255496836569535,9,1.35482634854322,0.22350807264198,0.895207704580598,175401,8,302,1.17247336596602,0.374397526643932,0.679355017434276
"1100","GO:0006979","response to oxidative stress",0.0392342387518619,13,1.27439709780599,0.224271499413581,0.895207704580598,202850,13,402,1.43132165260653,0.12537887277114,0.465929865156952
"1102","GO:0001657","ureteric bud development",0.0189164127803514,7,1.42326545924406,0.224469743530888,0.895207704580598,287676,8,93,3.80738662926601,0.00121162473827985,0.0853131709044603
"1104","GO:0002376","immune system process",0.198746375959822,57,1.10306800902417,0.224576246433696,0.895207704580598,150730,61,2464,1.09574392998306,0.23811374743708,0.570209917802563
"1108","GO:1903034","regulation of response to wounding",0.018936180227707,7,1.42177971477499,0.225212703350306,0.895207704580598,363292,7,158,1.96092460099064,0.0677053795565981,0.36861233445788
"1114","GO:0072163","mesonephric epithelium development",0.0189493519955683,7,1.42079143019632,0.225708245788634,0.895207704580598,287676,8,94,3.76688251618871,0.00129877800742262,0.0853131709044603
"1115","GO:0072164","mesonephric tubule development",0.0189493519955683,7,1.42079143019632,0.225708245788634,0.895207704580598,287676,8,94,3.76688251618871,0.00129877800742262,0.0853131709044603
"1127","GO:0045621","positive regulation of lymphocyte differentiation",0.0157356412650586,6,1.46653845802688,0.22813281808844,0.901777536820971,228358,5,124,1.78471248246844,0.14976960076609,0.483980623133589
"1151","GO:0032886","regulation of microtubule-based process",0.0225104772640865,8,1.36688486913249,0.234238645153024,0.917474667750785,212783,7,243,1.27500447307211,0.310926601448627,0.626119777188144
"1163","GO:0048534","hematopoietic or lymphoid organ development",0.0930970067557702,28,1.15677519015006,0.236381149871394,0.917474667750785,256255,25,928,1.19237256371814,0.20804293060906,0.54989498455981
"1164","GO:0106106","cold-induced thermogenesis",0.0192411299090903,7,1.39924614875955,0.236781636680763,0.917474667750785,110081,7,145,2.13673163418291,0.0466936500447153,0.346951551598074
"1165","GO:0120161","regulation of cold-induced thermogenesis",0.0192411299090903,7,1.39924614875955,0.236781636680763,0.917474667750785,110081,7,145,2.13673163418291,0.0466936500447153,0.346951551598074
"1168","GO:0016241","regulation of macroautophagy",0.0127036527513742,5,1.51379840169899,0.237129366634662,0.917474667750785,180211,5,151,1.46559170745753,0.256229529316856,0.592152494917301
"1170","GO:0060759","regulation of response to cytokine stimulus",0.0159596190036868,6,1.44595701636687,0.23753591764365,0.917474667750785,315943,6,156,1.70234113712375,0.142526137870751,0.477412966802721
"1171","GO:0046907","intracellular transport",0.1222761636821,36,1.1323673747364,0.23757436030344,0.917474667750785,156923,34,1501,1.00257799148394,0.520197598184726,0.781961562444134
"1177","GO:0022409","positive regulation of cell-cell adhesion",0.0363515473254759,12,1.26965286348349,0.239776086537264,0.922718308140598,128594,10,308,1.43704121964992,0.161234777152216,0.498689278892367
"1178","GO:0072001","renal system development",0.0539024701487981,17,1.2130170510576,0.240504090537498,0.922718308140598,244533,18,310,2.56998597475456,0.000259603307983358,0.0853131709044603
"1201","GO:0006629","lipid metabolic process",0.115427857328046,34,1.13290876047006,0.244902847509321,0.924297114611466,209078,31,1352,1.01485721636223,0.493166228889254,0.7613588658258
"1206","GO:0051716","cellular response to stimulus",0.561432120715772,152,1.04129308431811,0.245287014551907,0.924297114611466,187246,173,6986,1.09606791222196,0.0672729938340807,0.36861233445788
"1213","GO:0050778","positive regulation of immune response",0.0400455788009915,13,1.24857728361169,0.245643127478642,0.924297114611466,147800,12,502,1.05802875454703,0.462461909669075,0.749371920805713
"1214","GO:0000278","mitotic cell cycle",0.086411911905716,26,1.1572478584794,0.246255498424174,0.924297114611466,220625,21,888,1.04670975323149,0.446625901093487,0.736691381171423
"1219","GO:0071222","cellular response to lipopolysaccharide",0.0161819659623741,6,1.42608896413334,0.246986226875435,0.924297114611466,387779,6,204,1.30179028132992,0.314609670479641,0.6296601876706
"1223","GO:0098876","vesicle-mediated transport to the plasma membrane",0.0129307048457799,5,1.4872173992159,0.248006512217943,0.924297114611466,187047,5,144,1.53683574879227,0.226856982451506,0.565194151084871
"1229","GO:0001823","mesonephros development",0.0195773920165348,7,1.37521263814598,0.249760051503741,0.924297114611466,287676,8,98,3.6131322094055,0.00169850940912286,0.099702502315512
"1232","GO:0010948","negative regulation of cell cycle process",0.026382920055929,9,1.3120376570146,0.250825416145294,0.924297114611466,187705,8,288,1.22946859903382,0.326802833526136,0.640511730483612
"1234","GO:1990830","cellular response to leukemia inhibitory factor",0.0130095834403127,5,1.47820022977669,0.251815542572018,0.924297114611466,257368,5,90,2.45893719806763,0.0531742278009506,0.362945019990209
"1235","GO:0002687","positive regulation of leukocyte migration",0.0130103569270388,5,1.47811234838629,0.251852968102771,0.924297114611466,41809,5,143,1.54758285193068,0.22274461874918,0.565194151084871
"1245","GO:1903706","regulation of hemopoiesis",0.0438670208095234,14,1.22748599864945,0.253966878481585,0.924297114611466,275603,11,396,1.22946859903382,0.284900242790935,0.611467797141788
"1253","GO:1901605","alpha-amino acid metabolic process",0.016364355003122,6,1.4101944789465,0.254818742704342,0.924297114611466,128496,6,194,1.36889287315105,0.275458421175917,0.606200352210838
"1254","GO:0070201","regulation of establishment of protein localization",0.0509887220694007,16,1.20690339041449,0.255316095266434,0.924297114611466,225647,14,495,1.2518225735617,0.231557740912951,0.568536808702846
"1257","GO:0120034","positive regulation of plasma membrane bounded cell projection assembly",0.0130907817694267,5,1.46903138173783,0.255752028166096,0.924297114611466,261855,4,106,1.67022149302707,0.218363872230077,0.562191197364277
"1263","GO:1902106","negative regulation of leukocyte differentiation",0.0131119202328884,5,1.46666307369176,0.256779319492748,0.924297114611466,347650,5,102,2.16965046888321,0.0814425399799759,0.381137725173852
"1264","GO:0045766","positive regulation of angiogenesis",0.0197606162197797,7,1.36246140422118,0.25692277041159,0.924297114611466,353512,7,159,1.94859174186492,0.0695232201814271,0.36861233445788
"1265","GO:1904018","positive regulation of vasculature development",0.0197606162197797,7,1.36246140422118,0.25692277041159,0.924297114611466,353512,7,159,1.94859174186492,0.0695232201814271,0.36861233445788
"1272","GO:0006520","cellular amino acid metabolic process",0.023185256272598,8,1.32710332840254,0.258314857317065,0.924297114611466,119656,8,277,1.27829226181133,0.290219456779838,0.613327586314655
"1273","GO:0009896","positive regulation of catabolic process",0.0475666665941795,15,1.21287262327033,0.258316142532349,0.924297114611466,187486,12,491,1.08173204640042,0.432104689049114,0.724144369030672
"1278","GO:0021782","glial cell development",0.0131589309566237,5,1.46142337049722,0.259067577413518,0.924297114611466,78435,5,111,1.99373286329808,0.106957553482947,0.432993682030967
"1279","GO:0098813","nuclear chromosome segregation",0.0266317611117795,9,1.29977827865367,0.259196538856854,0.924297114611466,260808,8,304,1.16475972540046,0.381250917230787,0.690723112390346
"1292","GO:0090630","activation of GTPase activity",0.01320209528905,5,1.4566452377237,0.261172936014609,0.924297114611466,260401,4,118,1.50036845983788,0.277319128851525,0.606200352210838
"1293","GO:1904951","positive regulation of establishment of protein localization",0.0266976293838511,9,1.29657147148513,0.261427491803639,0.924297114611466,152761,7,299,1.03620764868402,0.515511101360496,0.778563438835747
"1307","GO:0006082","organic acid metabolic process",0.0728790545367866,22,1.16103845135194,0.264304251853246,0.924297114611466,169443,20,919,0.963239816435634,0.601519728942813,0.83510616244784
"1310","GO:0022402","cell cycle process",0.109332008439094,32,1.12571720609601,0.26531870743069,0.924297114611466,262366,29,1176,1.09146702159125,0.338987483372617,0.649959972733416
"1313","GO:0007165","signal transduction",0.478719398194008,130,1.0444531846553,0.265905850254894,0.924297114611466,195076,142,5567,1.12898212291375,0.0457205170847105,0.346951551598074
"1314","GO:0071219","cellular response to molecule of bacterial origin",0.0166228813317876,6,1.38826251696771,0.266036176270347,0.924297114611466,387779,6,213,1.24678505817514,0.350552266987418,0.660591270374364
"1315","GO:0006954","inflammatory response",0.0657527881814705,20,1.16988311903638,0.266072704956362,0.924297114611466,238160,20,761,1.16322916071531,0.274576185194323,0.606200352210838
"1316","GO:0032101","regulation of response to external stimulus",0.0911128493181516,27,1.13975311521144,0.266217878155533,0.924297114611466,216011,28,927,1.33689789409502,0.0729240960950811,0.370597822484609
"1319","GO:0045930","negative regulation of mitotic cell cycle",0.0234447149937995,8,1.31241649887271,0.26777222766693,0.924297114611466,176796,7,222,1.39561300430866,0.237542023931094,0.570209917802563
"1326","GO:0045321","leukocyte activation",0.0876266590228183,26,1.1412052121485,0.269161004125923,0.924297114611466,190783,26,894,1.28722886878708,0.113059706297908,0.448419240519405
"1327","GO:0030198","extracellular matrix organization",0.0373878646235202,12,1.23446060957467,0.269236451411532,0.924297114611466,154219,13,308,1.86815358554489,0.0234287886633324,0.299277780333223
"1329","GO:0043062","extracellular structure organization",0.0373900414154325,12,1.23438874113674,0.269299608214963,0.924297114611466,154219,13,309,1.86210778106093,0.0239771173120729,0.299277780333223
"1336","GO:0001822","kidney development",0.0515990466321876,16,1.19262787890491,0.270284371581872,0.924297114611466,254477,17,301,2.4997833309259,0.000524075552087,0.0853131709044603
"1337","GO:0002366","leukocyte activation involved in immune response",0.023526661413734,8,1.30784518160613,0.270780324607348,0.924297114611466,350632,9,283,1.40758949147334,0.192359163114828,0.528875076104937
"1339","GO:0016032","viral process",0.0339423912209065,11,1.24645585611049,0.271090142871526,0.924297114611466,232366,11,402,1.2111183214363,0.301302867734486,0.619386989019478
"1340","GO:1990823","response to leukemia inhibitory factor",0.0134083909469747,5,1.43423392909858,0.27128963883548,0.924297114611466,257368,5,91,2.43191591017678,0.0552717949062442,0.367786743891863
"1341","GO:0043542","endothelial cell migration",0.0304615220934028,10,1.26262694108343,0.271423432500487,0.924297114611466,383320,10,209,2.11774495527356,0.0207782469573119,0.299277780333223
"1345","GO:1903707","negative regulation of hemopoiesis",0.0134275311154609,5,1.43218951163899,0.272232642965158,0.924297114611466,347650,5,106,2.08777686628384,0.0923405191218772,0.401510257218829
"1346","GO:0015837","amine transport",0.013431085453855,5,1.43181050383754,0.272407837866752,0.924297114611466,201073,5,104,2.12792642140468,0.0868015348253883,0.39579238143982
"1354","GO:0045229","external encapsulating structure organization",0.0375533243907674,12,1.22902158204649,0.27405123987637,0.924425647842695,154219,13,311,1.8501328114078,0.025102231546812,0.299277780333223
"1363","GO:0009101","glycoprotein biosynthetic process",0.0411250869157638,13,1.21580290158206,0.275222215467795,0.924425647842695,235564,12,298,1.78231689524365,0.0390155661596489,0.331915033850926
"1364","GO:1903322","positive regulation of protein modification by small protein conjugation or removal",0.0134892221238528,5,1.42563959983755,0.275276864269145,0.924425647842695,374867,5,127,1.74255391989045,0.160549023428469,0.498636384933923
"1366","GO:0043161","proteasome-mediated ubiquitin-dependent protein catabolic process",0.0340894748736287,11,1.24107785363456,0.27559538053232,0.924425647842695,174254,10,431,1.02693432865934,0.511040230595705,0.777554301159068
"1373","GO:0042752","regulation of circadian rhythm",0.0135395448364827,5,1.42034089498721,0.277765411254691,0.92905012197438,349097,5,114,1.94126620900076,0.116239736693391,0.452937678382436
"1386","GO:0022408","negative regulation of cell-cell adhesion",0.0203766011671359,7,1.32127417630863,0.281424282290543,0.938254032304643,219651,7,187,1.6568239944199,0.131982636097375,0.470376155139334
"1389","GO:0051240","positive regulation of multicellular organismal process",0.173287340085674,49,1.08756668760893,0.282115565079675,0.938254032304643,207342,48,1440,1.47536231884058,0.0042914363886748,0.176745675351447
"1394","GO:0002768","immune response-regulating cell surface receptor signaling pathway",0.0238549357832563,8,1.2898475623157,0.282926035060295,0.938291427007871,84323,6,251,1.05802875454703,0.502180833380322,0.769660963953653
"1397","GO:0051726","regulation of cell cycle",0.103048506663752,30,1.11971166900182,0.284021152829032,0.939269953299391,244313,28,1058,1.17136516807759,0.217935084831552,0.562191197364277
"1414","GO:0000070","mitotic sister chromatid segregation",0.0170809461934836,6,1.35103306429986,0.286208038523868,0.941561794382631,166319,5,196,1.12910381543922,0.455588365857986,0.743895328953095
"1419","GO:0002521","leukocyte differentiation",0.0594557380532666,18,1.16440854150604,0.286787397268641,0.941561794382631,256692,15,572,1.16068713894801,0.314003153974565,0.6296601876706
"1421","GO:0045017","glycerolipid biosynthetic process",0.0205177291171861,7,1.31218600115573,0.28712020646421,0.941561794382631,310735,6,235,1.13006475485661,0.439102099239989,0.730012214678905
"1427","GO:0001525","angiogenesis",0.0667576294312617,20,1.15227394349409,0.288394740587093,0.941901105313857,280332,20,503,1.7598755294321,0.0107938500700984,0.243691922736452
"1440","GO:0010942","positive regulation of cell death",0.0560014606157636,17,1.16755196499662,0.290447498778176,0.941901105313857,254768,17,550,1.36806324110672,0.120154323216241,0.456813586215939
"1441","GO:0001889","liver development",0.017183073651237,6,1.34300321032854,0.290751475120638,0.941901105313857,180609,6,136,1.95268542199489,0.088328453098154,0.39579238143982
"1442","GO:0006644","phospholipid metabolic process",0.0310812939330892,10,1.23744971957529,0.291650103029561,0.941901105313857,181683,9,373,1.06795663830283,0.468130707324386,0.749698965880384
"1448","GO:0031623","receptor internalization",0.0138355297631739,5,1.38995539454918,0.2924917861464,0.941901105313857,239326,5,115,1.92438563327032,0.119416491762391,0.456661111821001
"1449","GO:0051656","establishment of organelle localization",0.0417412275037417,13,1.19785648362924,0.292617653775856,0.941901105313857,282466,13,419,1.37324893639099,0.155844349930631,0.494183659693287
"1450","GO:0006959","humoral immune response",0.0138424896925148,5,1.38925653245515,0.2928397814647,0.941901105313857,93949,5,239,0.925959614335092,0.630682857536633,0.852457029707823
"1453","GO:0006909","phagocytosis",0.020682575029114,7,1.30172751145244,0.293808104717622,0.942433647372917,210952,8,234,1.51319212188777,0.161415609862947,0.498689278892367
"1459","GO:0008217","regulation of blood pressure",0.0207187845113805,7,1.29945252861183,0.295281931928407,0.943680914343905,195318,7,178,1.74059599413776,0.109523469896064,0.439290854750835
"1460","GO:0002764","immune response-regulating signaling pathway",0.0347406893840923,11,1.21781383898113,0.295815933461747,0.943680914343905,62471,9,400,0.995869565217391,0.55230123272433,0.805467884743308
"1470","GO:0043065","positive regulation of apoptotic process",0.0490654106821133,15,1.17582441255993,0.297128217500627,0.943680914343905,271889,15,474,1.40066042927903,0.1202345810398,0.456813586215939
"1472","GO:0046486","glycerolipid metabolic process",0.0312555588236216,10,1.23055033757614,0.297412213208897,0.943680914343905,228126,9,375,1.06226086956522,0.474498693217254,0.752874798229083
"1477","GO:0002263","cell activation involved in immune response",0.0242638853262364,8,1.26810815149873,0.298252859575895,0.943797458604045,350632,9,287,1.38797151946675,0.203046903348739,0.54989498455981
"1488","GO:0050921","positive regulation of chemotaxis",0.0174136452553663,6,1.32522069552391,0.301063567937562,0.946475672994538,76534,6,140,1.89689440993789,0.0980999835066607,0.41131921656007
"1491","GO:0045765","regulation of angiogenesis",0.0349164722241849,11,1.21168289957964,0.301344981235407,0.946475672994538,314494,11,274,1.77689622342114,0.047666784076402,0.34851973604185
"1495","GO:0051346","negative regulation of hydrolase activity",0.0278607466247802,9,1.2424428204159,0.301747101359722,0.946475672994538,276761,7,334,0.927623014839885,0.632444695805378,0.852457029707823
"1499","GO:0030335","positive regulation of cell migration",0.0637336206739291,19,1.14659927216117,0.302324001169465,0.946475672994538,141811,19,506,1.66196941055164,0.0218316869955935,0.299277780333223
"1521","GO:0060048","cardiac muscle contraction",0.0175265670614142,6,1.31668243963921,0.306139350499231,0.950547800883592,143908,6,127,2.09106470386854,0.0684041456595048,0.36861233445788
"1523","GO:0044703","multi-organism reproductive process",0.0209864116442329,7,1.28288138913331,0.306225137932842,0.950547800883592,159914,7,196,1.58074534161491,0.156538457422472,0.494183659693287
"1525","GO:0051783","regulation of nuclear division",0.0141223812337997,5,1.36172285058722,0.306891632090762,0.950547800883592,144589,4,145,1.22098950524738,0.415279412773154,0.716670633403488
"1526","GO:0010594","regulation of endothelial cell migration",0.0245031267297537,8,1.25572671229212,0.307309546242068,0.950547800883592,318200,8,161,2.19929786659465,0.0301032785223049,0.31313493407103
"1527","GO:0046632","alpha-beta T cell differentiation",0.0141378854341951,5,1.3602295279785,0.307673053096904,0.950547800883592,267675,5,111,1.99373286329808,0.106957553482947,0.432993682030967
"1537","GO:0061008","hepaticobiliary system development",0.0176022838656943,6,1.31101868672272,0.309551449104968,0.953840948160717,180609,6,139,1.91054113231154,0.0956051077047053,0.405949222936405
"1551","GO:0031023","microtubule organizing center organization",0.0142165445355434,5,1.35270347746526,0.311641972868997,0.956072494894232,279573,4,147,1.20437740313517,0.42541726422632,0.719653988763256
"1553","GO:1901342","regulation of vasculature development",0.0352675437726061,11,1.19962117522215,0.312469014549722,0.956072494894232,314494,11,278,1.75132937128558,0.0518737498336459,0.358234013557061
"1557","GO:0006865","amino acid transport",0.0142378607703446,5,1.35067827540667,0.312718771754161,0.956072494894232,177755,5,136,1.6272378516624,0.194642179225497,0.532657152472572
"1564","GO:0042303","molting cycle",0.014272575159366,5,1.34739309592282,0.314473473712974,0.956455591033759,130927,4,112,1.58074534161491,0.247453223576447,0.578223638489757
"1565","GO:0042633","hair cycle",0.014272575159366,5,1.34739309592282,0.314473473712974,0.956455591033759,130927,4,112,1.58074534161491,0.247453223576447,0.578223638489757
"1575","GO:0006790","sulfur compound metabolic process",0.0318499870006703,10,1.2075841180321,0.317284320221708,0.958107584716514,272241,9,321,1.24095895977245,0.302273667778904,0.619386989019478
"1578","GO:0006650","glycerophospholipid metabolic process",0.0247773230577987,8,1.24183030981412,0.317762254831623,0.958107584716514,200984,7,296,1.04670975323149,0.504852992925953,0.772747605860585
"1588","GO:0043068","positive regulation of programmed cell death",0.0498731902252718,15,1.15677997400443,0.31875968493208,0.958107584716514,271889,15,486,1.36607622114868,0.13906184201261,0.476763503583516
"1589","GO:0044706","multi-multicellular organism process",0.0212923495891444,7,1.26444837899915,0.318833215029015,0.958107584716514,159914,7,205,1.51134676564157,0.183019170229282,0.515855408727358
"1591","GO:0032496","response to lipopolysaccharide",0.0283526264976391,9,1.22088811131015,0.319245620384832,0.958107584716514,277939,9,314,1.26862364995846,0.280827236362117,0.608378554336925
"1597","GO:0048514","blood vessel morphogenesis",0.0828380190270348,24,1.11431554486554,0.320430545908741,0.958107584716514,320669,24,592,1.79435957696827,0.00436594939113455,0.176745675351447
"1598","GO:0048663","neuron fate commitment",0.014396134221892,5,1.33582869778509,0.320729370352291,0.958107584716514,254761,4,68,2.60358056265985,0.067748213214555,0.36861233445788
"1602","GO:0008406","gonad development",0.0284246224389438,9,1.21779575752461,0.321825162080673,0.9582750900502,106715,9,214,1.86143843965868,0.0546515169085795,0.367786743891863
"1605","GO:0050678","regulation of epithelial cell proliferation",0.0500082532702556,15,1.15365572519651,0.322417939156583,0.9582750900502,163064,15,351,1.89149015235972,0.0141306422855785,0.254660636275594
"1616","GO:0043436","oxoacid metabolic process",0.0720000050124262,21,1.12179479369885,0.324597645519506,0.960992038137692,142502,19,912,0.922101449275362,0.675619576342105,0.878380268688407
"1618","GO:0043487","regulation of RNA stability",0.0144881602767764,5,1.32734376645425,0.325398445858371,0.960992038137692,281622,4,169,1.04759454592231,0.532913118547764,0.791827232854053
"1625","GO:1903522","regulation of blood circulation",0.0357026757687073,11,1.18500060280564,0.32639394832253,0.960992038137692,161003,11,241,2.02020566480245,0.0215318789346323,0.299277780333223
"1629","GO:0006820","anion transport",0.0429430651564081,13,1.1643323507041,0.327435864058146,0.960992038137692,225418,15,478,1.38893942150264,0.126334752373025,0.465929865156952
"1631","GO:0015711","organic anion transport",0.0321555490861784,10,1.19610890047188,0.327616057680811,0.960992038137692,204880,12,351,1.51319212188777,0.102396629979344,0.423287477449824
"1633","GO:0022037","metencephalon development",0.0145441615139082,5,1.3222329257262,0.328243447438854,0.960992038137692,111486,4,105,1.68612836438923,0.213608273999579,0.554543515533758
"1665","GO:0008654","phospholipid biosynthetic process",0.02168289326811,7,1.24167363599368,0.335056976322027,0.966682399330084,251746,6,246,1.07953340402969,0.482697575249275,0.75659139298084
"1670","GO:0015849","organic acid transport",0.0288006770281425,9,1.20189482287379,0.335365661449744,0.966682399330084,125710,10,306,1.44643364592214,0.156715958589473,0.494183659693287
"1680","GO:0016197","endosomal transport",0.018196300266273,6,1.26822061293946,0.336524749246445,0.966682399330084,172740,6,235,1.13006475485661,0.439102099239989,0.730012214678905
"1681","GO:0044265","cellular macromolecule catabolic process",0.0725363462228925,21,1.11350012752283,0.336907958093669,0.966682399330084,167869,20,962,0.920184398445268,0.682155916705737,0.881994544286934
"1685","GO:0007368","determination of left/right symmetry",0.014724943719426,5,1.30599950649718,0.337444469029496,0.966682399330084,159349,5,128,1.7289402173913,0.164210560342564,0.49875274164063
"1688","GO:2000147","positive regulation of cell motility",0.0652408850882063,19,1.1201093145521,0.338383793558923,0.966682399330084,141811,19,529,1.58970987096244,0.0323724195822506,0.324845334314695
"1689","GO:0007154","cell communication",0.523602708364788,140,1.02837806195303,0.338444818967389,0.966682399330084,194218,154,6090,1.11924037981009,0.0475272521007992,0.34851973604185
"1690","GO:0050679","positive regulation of epithelial cell proliferation",0.0288870978438527,9,1.19829914387717,0.338492020133705,0.966682399330084,91995,9,199,2.0017478697837,0.0373780796184427,0.329938838135728
"1691","GO:1902107","positive regulation of leukocyte differentiation",0.0217713018576348,7,1.23663146554718,0.338746721183651,0.966682399330084,292636,6,176,1.50889328063241,0.208570203925487,0.54989498455981
"1692","GO:1903708","positive regulation of hemopoiesis",0.0217713018576348,7,1.23663146554718,0.338746721183651,0.966682399330084,292636,6,176,1.50889328063241,0.208570203925487,0.54989498455981
"1694","GO:0007498","mesoderm development",0.0182558300830946,6,1.26408511537873,0.339244589884152,0.966682399330084,300457,6,121,2.19475386273805,0.0567323761365863,0.36861233445788
"1707","GO:0034599","cellular response to oxidative stress",0.0289805707397615,9,1.19443419269491,0.341879111478726,0.97183069461507,249473,8,262,1.35147693328908,0.24222347064541,0.572173751584933
"1712","GO:0035239","tube morphogenesis",0.117366306126291,33,1.08142686868327,0.343375080351527,0.973119983681729,317403,33,827,1.76615319909574,0.00116207118425837,0.0853131709044603
"1726","GO:0006631","fatty acid metabolic process",0.0290896124142257,9,1.18995688641271,0.345837364474163,0.973119983681729,132795,7,379,0.817483079040955,0.756316291368558,0.914480049478535
"1733","GO:0071216","cellular response to biotic stimulus",0.0184310879535377,6,1.25206515942504,0.347265611392045,0.973119983681729,387779,6,238,1.11582024113993,0.451074358938207,0.740645171179658
"1746","GO:0002682","regulation of immune system process",0.121400418527863,34,1.07717281665893,0.348936854360655,0.973119983681729,162121,34,1362,1.10489689076167,0.296082790546315,0.617408874069936
"1748","GO:0062197","cellular response to chemical stress",0.0328105893084278,10,1.17222943178467,0.349984247657141,0.973119983681729,231860,9,317,1.25661774790838,0.289967390527477,0.613327586314655
"1751","GO:1903829","positive regulation of protein localization",0.0400740857050764,12,1.15171301707327,0.350341258682442,0.973119983681729,181165,10,433,1.02219098303042,0.516949175954121,0.779073597651012
"1756","GO:0002237","response to molecule of bacterial origin",0.0292389729912882,9,1.18387826500262,0.351270683055348,0.973119983681729,277939,9,332,1.19984284965951,0.336705292172037,0.64801969345897
"1761","GO:0007189","adenylate cyclase-activating G protein-coupled receptor signaling pathway",0.0220834821161535,7,1.21914998646809,0.351817452348134,0.973119983681729,298469,7,151,2.05182839044054,0.0557896613755055,0.36796102502721
"1763","GO:0001704","formation of primary germ layer",0.0185403538375689,6,1.24468622762537,0.35227552470396,0.973119983681729,283676,6,122,2.1767640769779,0.0585878140774796,0.36861233445788
"1764","GO:0071345","cellular response to cytokine stimulus",0.0695073863523554,20,1.10668924498368,0.352404853933421,0.973119983681729,155134,21,776,1.19778126400717,0.226745093341996,0.565194151084871
"1765","GO:0010035","response to inorganic substance",0.0511021122485083,15,1.12896131204423,0.352416256358241,0.973119983681729,84341,15,531,1.2503070498649,0.22289577030095,0.565194151084871
"1767","GO:0016236","macroautophagy",0.0221204415032338,7,1.21711300016959,0.353368735759967,0.973119983681729,151090,7,301,1.02932254802831,0.522571449693202,0.783523476296065
"1770","GO:0006402","mRNA catabolic process",0.0185694433962889,6,1.24273639141683,0.35361034145791,0.973119983681729,123562,5,228,0.970633104500381,0.58909094040099,0.830243414202596
"1781","GO:0034645","cellular macromolecule biosynthetic process",0.0993658206276837,28,1.08379628942856,0.355920426227783,0.973119983681729,210433,26,1083,1.06258781966358,0.403017346127233,0.705130200228571
"1783","GO:0030902","hindbrain development",0.0221932755094248,7,1.21311867243948,0.356427848691858,0.973119983681729,170073,6,147,1.80656610470275,0.116513780980831,0.452937678382436
"1790","GO:0007565","female pregnancy",0.0186545559600598,6,1.23706632987307,0.357518126061932,0.973119983681729,173208,6,176,1.50889328063241,0.208570203925487,0.54989498455981
"1791","GO:0007369","gastrulation",0.025816571406153,8,1.19184032167406,0.357935755313254,0.973119983681729,250602,8,184,1.92438563327032,0.0579429216613641,0.36861233445788
"1792","GO:0046474","glycerophospholipid biosynthetic process",0.0186669843534831,6,1.23624269672766,0.358089018606119,0.973119983681729,264350,5,202,1.09556607834696,0.481755804999121,0.756387361064048
"1796","GO:0032874","positive regulation of stress-activated MAPK cascade",0.015138801202571,5,1.27029670139953,0.358579583100587,0.973119983681729,275118,5,123,1.79922234004949,0.146246894627319,0.47828437428537
"1803","GO:0045137","development of primary sexual characteristics",0.0294833879035837,9,1.17406400948844,0.36018766298632,0.973119983681729,106715,9,218,1.82728360590347,0.0600095579963651,0.36861233445788
"1806","GO:0019752","carboxylic acid metabolic process",0.0698479624985714,20,1.10129306813567,0.3605663389982,0.973119983681729,127197,18,885,0.900221075902727,0.710863124526264,0.892570383095009
"1807","GO:0010876","lipid localization",0.0404018673940292,12,1.14236913120177,0.360568307411884,0.973119983681729,122971,13,453,1.27017947979653,0.226945582006861,0.565194151084871
"1810","GO:0065003","protein-containing complex assembly",0.125854649954515,35,1.06960994022895,0.362039200124707,0.973274776470289,102619,35,1513,1.02387999655162,0.467683987189074,0.749698965880384
"1816","GO:0007010","cytoskeleton organization",0.137199637717103,38,1.06526408222161,0.363611446465391,0.973274776470289,193284,35,1429,1.08406608452247,0.333214589448983,0.645534534675092
"1819","GO:0009987","cellular process",0.894871249401231,235,1.01002926896012,0.36416590514234,0.973274776470289,182651,342,15353,0.985945247919257,0.767876800968544,0.914480049478535
"1823","GO:1902532","negative regulation of intracellular signal transduction",0.0515373033807898,15,1.1194281405459,0.364507185338213,0.973274776470289,215029,13,491,1.17187638360046,0.318981296065918,0.632574394563156
"1825","GO:0023052","signaling",0.521965014932709,139,1.02423604900858,0.364904765359926,0.973274776470289,195323,153,6034,1.12229251632056,0.0445145938044658,0.345598936708939
"1831","GO:0061136","regulation of proteasomal protein catabolic process",0.0152951249741623,5,1.25731363838186,0.366578413343733,0.973274776470289,241340,5,180,1.22946859903382,0.384393923368644,0.695344323628332
"1832","GO:0046942","carboxylic acid transport",0.0260456820201104,8,1.18135630871456,0.366879314869638,0.973274776470289,134750,10,273,1.62127727345119,0.0919707296392207,0.401510257218829
